Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
48866,2026,Early AI Integration,Optimistic,East Asia,Elder (65+),Postgraduate,Business,Basic Assistants,8.5,9.32,53.78,58.44,56.66,69.41,60.11,59.62,87.3,66.11,47.73,50.51,26.93,55.57,51.29,Faster skill acquisition; Cross-domain creativity boosts,Memory atrophy from AI offloading; Job displacement anxiety,Stagnant / Moderate
48867,2032,AI-Augmented Society,Neutral,Southeast Asia,Senior (51-65),Primary,Entrepreneurship,Basic Assistants,15.6,20.53,64.78,60.11,76.66,69.91,58.25,58.16,75.47,56.42,56.13,61.32,21.44,65.77,43.97,Faster skill acquisition; Real-time language and cultural bridging; Accelerated innovation cycles,Emotional detachment from AI mediation; Existential anxiety from AI advancement,Positive Growth
48868,2027,AI Mainstream Adoption,Pessimistic,Europe,Senior (51-65),Undergraduate,Unemployed/Retired,None,20.2,33.56,65.9,69.53,67.2,53.98,53.43,62.78,92.79,84.88,61.26,80.85,36.9,71.37,50.16,,Digital addiction patterns; Creativity homogenization,Cognitive Decline Risk
48869,2025,Early AI Integration,Neutral,Africa,Adult (36-50),Secondary,Entrepreneurship,Basic Assistants,6.7,11.31,66.89,65.12,70.33,64.2,54.86,64.42,81.76,61.23,56.98,70.09,19.35,69.57,52.31,Increased productivity for deep work; Greater scientific discovery rates; Accelerated innovation cycles,Digital addiction patterns,Positive Growth
48870,2049,Post-Singularity Transition,Neutral,South Asia,Youth (18-25),Secondary,Business,Analytical AI,30.3,47.24,65.65,62.55,69.38,63.29,57.54,69.33,65.69,58.97,61.73,59.36,41.25,60.47,29.06,Cross-domain creativity boosts; Broader knowledge access,Existential anxiety from AI advancement; Over-reliance on AI outputs; Creativity homogenization,Positive Growth
48871,2052,Cognitive Co-Evolution,Neutral,Oceania,Youth (18-25),Secondary,Finance,Analytical AI,29.4,45.57,69.92,60.46,66.72,66.88,64.61,68.8,67.52,60.64,66.96,63.25,48.57,59.95,52.95,Faster skill acquisition; Improved creative brainstorming; Augmented artistic expression,Decreased self-confidence in decisions,Positive Growth
48872,2056,Cognitive Co-Evolution,Mixed,Middle East,Young Adult (26-35),Primary,Technology,AGI-Adjacent Tools,24.8,66.53,64.57,68.62,71.8,63.57,53.41,35.32,56.74,62.48,62.59,55.99,68.11,57.03,45.63,Augmented artistic expression,Reduced independent thinking; Reduced physical-world problem solving,Stagnant / Moderate
48873,2027,AI Mainstream Adoption,Optimistic,Europe,Adult (36-50),Secondary,Entrepreneurship,None,4.4,10.3,61.06,61.69,59.12,57.43,50.44,54.77,87.16,64.99,51.12,63.86,9.41,58.89,54.98,Optimized problem-solving frameworks; Faster skill acquisition; Increased productivity for deep work; Improved creative brainstorming,Creativity homogenization; Reduced tolerance for ambiguity,Stagnant / Moderate
48874,2038,Deep AI Dependency Era,Optimistic,Oceania,Adult (36-50),Undergraduate,Healthcare,Creative AI,14.8,28.76,56.85,61.49,68.2,69.07,56.98,63.9,72.73,75.31,45.82,62.87,32.53,63.2,42.13,Better data-driven decisions; Democratized access to expertise,Existential anxiety from AI advancement,Stagnant / Moderate
48875,2036,Deep AI Dependency Era,Neutral,East Asia,Youth (18-25),Undergraduate,Creative Arts,Creative AI,7.8,24.57,69.96,58.49,63.63,61.9,59.76,69.82,76.24,60.47,64.15,47.72,32.53,67.65,53.93,Improved accessibility for disabled individuals; Augmented artistic expression; Reduced cognitive load on repetitive tasks,Privacy erosion through behavioral data,Stagnant / Moderate
48876,2046,Post-Singularity Transition,Pessimistic,North America,Elder (65+),Postgraduate,Unemployed/Retired,Multi-modal AI,35.6,54.87,55.95,57.46,59.3,46.85,49.84,57.54,57.69,50.27,67.71,51.18,59.89,53.68,41.38,,Job displacement anxiety; Decreased self-confidence in decisions; Existential anxiety from AI advancement; Reduced tolerance for ambiguity,Cognitive Decline Risk
48877,2048,Post-Singularity Transition,Mixed,Southeast Asia,Elder (65+),PhD/Research,Skilled Trades,Multi-modal AI,19.7,43.24,72.61,76.28,49.38,61.7,44.96,78.17,82.14,54.47,57.62,66.6,41.16,52.96,44.88,Accelerated innovation cycles,Polarization through AI echo chambers; Digital addiction patterns,Stagnant / Moderate
48878,2049,Post-Singularity Transition,Optimistic,Southeast Asia,Adult (36-50),Secondary,Law,Analytical AI,22.0,48.83,67.51,74.18,66.75,69.03,75.19,76.77,71.65,73.91,57.91,83.65,60.53,66.98,56.89,Broader knowledge access; Democratized access to expertise; Faster medical diagnostics; Cross-domain creativity boosts,Loss of deep reading habits,Positive Growth
48879,2068,Symbiotic Intelligence Age,Optimistic,East Asia,Youth (18-25),Secondary,Technology,Full AGI Integration,26.1,67.15,83.32,87.49,81.21,79.79,83.37,84.04,67.99,82.44,75.89,75.37,49.71,84.23,61.95,Real-time language and cultural bridging; Faster skill acquisition; Broader knowledge access,Loss of deep reading habits,Positive Growth
48880,2043,Post-Singularity Transition,Neutral,South Asia,Adult (36-50),Postgraduate,Healthcare,Creative AI,13.1,36.28,64.66,62.7,71.32,68.74,63.86,69.48,65.46,63.16,72.85,68.16,35.34,66.61,62.63,Faster skill acquisition; Improved creative brainstorming; Increased productivity for deep work,Attention span deterioration; Declining handwriting and manual skills,Positive Growth
48881,2054,Cognitive Co-Evolution,Optimistic,East Asia,Adult (36-50),Secondary,Education,Multi-modal AI,29.1,54.93,65.12,75.19,84.56,65.36,75.85,77.78,69.98,76.05,61.77,69.62,41.07,74.74,46.8,Broader knowledge access; Accelerated innovation cycles; Better data-driven decisions; Increased productivity for deep work,Creativity homogenization; Loss of deep reading habits,Positive Growth
48882,2049,Post-Singularity Transition,Pessimistic,South Asia,Senior (51-65),Primary,Unemployed/Retired,Creative AI,31.4,61.18,46.69,49.6,46.63,44.31,39.47,50.32,64.85,43.38,76.35,63.81,65.74,50.29,48.14,Cross-domain creativity boosts,Creativity homogenization; Reduced risk-taking in innovation,Cognitive Decline Risk
48883,2066,Symbiotic Intelligence Age,Mixed,Middle East,Youth (18-25),Primary,Business,AGI-Adjacent Tools,31.8,61.34,59.75,59.48,66.23,58.66,40.71,60.37,54.26,74.54,72.44,69.97,58.8,58.67,58.2,Democratized access to expertise; Reduced cognitive load on repetitive tasks,Privacy erosion through behavioral data; Over-reliance on AI outputs; Skill atrophy in non-AI domains,Stagnant / Moderate
48884,2051,Cognitive Co-Evolution,Optimistic,Europe,Young Adult (26-35),PhD/Research,Skilled Trades,Multi-modal AI,22.1,42.55,63.34,70.79,70.64,78.31,65.26,71.15,73.8,72.43,68.29,72.74,40.36,71.31,51.81,Increased productivity for deep work; Democratized access to expertise,Reduced risk-taking in innovation; Reduced tolerance for ambiguity,Positive Growth
48885,2038,Deep AI Dependency Era,Pessimistic,North America,Youth (18-25),Undergraduate,Social Sciences,None,21.9,48.67,76.1,46.23,76.33,49.27,49.36,64.02,73.78,63.6,66.11,54.44,46.03,48.4,53.37,Faster skill acquisition,Attention span deterioration; Reduced independent thinking; Loss of deep reading habits; Reduced physical-world problem solving,Cognitive Decline Risk
48886,2059,Cognitive Co-Evolution,Pessimistic,North America,Youth (18-25),Primary,Technology,Analytical AI,41.9,72.1,55.25,39.89,53.19,50.77,40.06,48.85,45.03,41.88,78.9,49.04,72.99,41.92,25.25,Greater scientific discovery rates; Faster medical diagnostics,Memory atrophy from AI offloading; Reduced risk-taking in innovation; Skill atrophy in non-AI domains,Cognitive Decline Risk
48887,2050,Post-Singularity Transition,Pessimistic,Latin America,Youth (18-25),Primary,Finance,Analytical AI,28.2,63.19,55.07,51.68,63.73,39.47,47.71,75.07,60.72,46.7,63.17,37.09,57.11,52.44,29.11,Greater scientific discovery rates,Decreased social bonding; Loss of deep reading habits; Algorithmic bias reinforcement,Cognitive Decline Risk
48888,2060,Cognitive Co-Evolution,Optimistic,Latin America,Youth (18-25),Primary,Technology,Analytical AI,30.0,54.88,71.95,85.75,86.21,83.7,69.95,85.18,73.26,75.28,66.15,83.08,54.81,80.53,58.28,Real-time language and cultural bridging; Personalized learning pathways; Improved creative brainstorming; Enhanced research capabilities,Attention span deterioration,Positive Growth
48889,2024,Early AI Integration,Optimistic,Europe,Senior (51-65),Secondary,Social Sciences,None,7.2,13.8,44.97,62.13,63.38,70.96,56.83,51.28,92.93,63.31,48.94,62.89,18.19,66.03,38.52,Improved creative brainstorming; Augmented artistic expression; Enhanced collaborative intelligence,Declining handwriting and manual skills,Stagnant / Moderate
48890,2050,Post-Singularity Transition,Optimistic,North America,Youth (18-25),Postgraduate,Education,Creative AI,23.6,42.92,66.08,78.35,80.27,70.19,83.11,71.91,68.75,69.32,61.15,71.71,62.21,78.78,65.01,Accelerated innovation cycles; Reduced cognitive load on repetitive tasks,Declining handwriting and manual skills; Reduced physical-world problem solving,Positive Growth
48891,2044,Post-Singularity Transition,Mixed,Middle East,Elder (65+),Undergraduate,Technology,Creative AI,18.1,38.87,68.69,63.73,69.06,56.5,64.43,58.78,81.59,62.99,60.92,70.5,43.12,70.66,60.78,Augmented artistic expression; Personalized learning pathways,Decreased self-confidence in decisions; Algorithmic bias reinforcement; Emotional detachment from AI mediation,Stagnant / Moderate
48892,2050,Post-Singularity Transition,Neutral,Oceania,Adult (36-50),Primary,Business,Multi-modal AI,27.1,44.95,64.75,62.29,67.86,64.89,57.96,71.02,74.99,60.87,61.85,70.1,45.46,53.87,61.54,Broader knowledge access; Enhanced research capabilities; Democratized access to expertise,Algorithmic bias reinforcement; Emotional detachment from AI mediation,Stagnant / Moderate
48893,2068,Symbiotic Intelligence Age,Neutral,Southeast Asia,Youth (18-25),Undergraduate,Business,Full AGI Integration,42.0,70.38,70.99,60.35,77.59,58.51,71.75,77.81,55.62,54.43,72.78,79.79,68.46,65.02,47.13,Augmented artistic expression; Better data-driven decisions; Greater scientific discovery rates,Skill atrophy in non-AI domains; Attention span deterioration; Decreased social bonding,Positive Growth
48894,2065,Symbiotic Intelligence Age,Optimistic,South Asia,Young Adult (26-35),Secondary,Business,AGI-Adjacent Tools,37.6,67.55,83.83,80.56,97.44,78.07,85.77,91.93,72.98,85.87,73.16,76.8,66.73,79.18,62.15,Accelerated innovation cycles; Personalized learning pathways; Improved mental health support tools,Emotional detachment from AI mediation; Digital addiction patterns,Positive Growth
48895,2055,Cognitive Co-Evolution,Optimistic,East Asia,Elder (65+),PhD/Research,Science & Research,Multi-modal AI,35.4,53.78,75.61,72.55,72.83,65.88,78.22,72.52,76.46,77.01,65.22,72.95,48.72,70.17,50.83,Improved accessibility for disabled individuals; Broader knowledge access; Democratized access to expertise,,Positive Growth
48896,2033,AI-Augmented Society,Neutral,Oceania,Young Adult (26-35),Postgraduate,Science & Research,Creative AI,15.1,25.31,79.0,67.81,60.22,57.38,53.99,66.65,73.81,66.99,54.84,74.68,27.72,61.61,59.59,Broader knowledge access; Improved mental health support tools,Algorithmic bias reinforcement,Positive Growth
48897,2047,Post-Singularity Transition,Neutral,Oceania,Elder (65+),PhD/Research,Law,Creative AI,21.9,39.07,63.09,64.88,73.43,68.87,63.01,70.94,62.78,60.2,65.6,63.89,45.29,55.64,55.54,Enhanced emotional regulation through AI coaching,Privacy erosion through behavioral data,Positive Growth
48898,2041,Post-Singularity Transition,Pessimistic,Africa,Young Adult (26-35),Postgraduate,Skilled Trades,Analytical AI,9.6,46.3,49.55,62.54,66.2,51.93,51.95,43.39,65.7,67.83,61.15,51.9,49.57,39.33,32.81,Enhanced emotional regulation through AI coaching; Personalized learning pathways,Existential anxiety from AI advancement; Algorithmic bias reinforcement,Cognitive Decline Risk
48899,2057,Cognitive Co-Evolution,Pessimistic,Southeast Asia,Senior (51-65),Undergraduate,Technology,Multi-modal AI,46.8,73.67,31.71,48.23,51.77,61.23,40.3,43.37,55.06,56.81,76.54,56.73,82.19,53.48,38.62,Democratized access to expertise; Enhanced collaborative intelligence,Reduced risk-taking in innovation; Creativity homogenization; Skill atrophy in non-AI domains,Cognitive Decline Risk
48900,2051,Cognitive Co-Evolution,Pessimistic,Oceania,Young Adult (26-35),Secondary,Skilled Trades,Multi-modal AI,28.0,59.01,51.89,56.15,63.49,46.1,41.36,54.78,39.42,47.09,67.22,31.33,54.88,43.93,34.74,Reduced cognitive load on repetitive tasks; Accelerated innovation cycles,Reduced physical-world problem solving; Polarization through AI echo chambers; Attention span deterioration,Cognitive Decline Risk
48901,2048,Post-Singularity Transition,Optimistic,North America,Senior (51-65),Secondary,Unemployed/Retired,Multi-modal AI,16.9,43.39,77.43,81.93,71.69,75.74,73.09,83.78,69.64,77.4,63.41,57.68,54.32,74.36,55.16,Improved mental health support tools; Real-time language and cultural bridging,Over-reliance on AI outputs,Positive Growth
48902,2028,AI Mainstream Adoption,Neutral,Oceania,Youth (18-25),PhD/Research,Skilled Trades,Basic Assistants,11.4,15.81,65.54,61.09,61.43,58.32,57.94,66.24,77.36,53.32,64.95,57.75,34.26,64.75,18.9,Enhanced emotional regulation through AI coaching; Improved mental health support tools,Over-reliance on AI outputs; Existential anxiety from AI advancement,Stagnant / Moderate
48903,2026,Early AI Integration,Optimistic,South Asia,Elder (65+),Undergraduate,Creative Arts,None,0,9.7,59.83,57.66,57.8,63.22,53.2,52.27,84.53,61.86,67.48,62.94,9.31,59.19,45.86,Improved accessibility for disabled individuals; Augmented artistic expression; Improved creative brainstorming; Improved mental health support tools,Attention span deterioration,Stagnant / Moderate
48904,2038,Deep AI Dependency Era,Pessimistic,East Asia,Adult (36-50),Undergraduate,Business,None,17.8,45.3,52.32,61.38,71.04,72.6,43.66,59.34,78.92,58.16,62.25,47.25,53.32,55.49,34.66,Greater scientific discovery rates,Declining handwriting and manual skills; Loss of deep reading habits; Reduced independent thinking; Existential anxiety from AI advancement,Cognitive Decline Risk
48905,2061,Symbiotic Intelligence Age,Neutral,Latin America,Elder (65+),Postgraduate,Finance,Full AGI Integration,26.7,59.23,66.38,55.04,68.92,70.2,77.34,88.71,65.46,58.49,59.32,71.05,57.06,56.67,56.93,Broader knowledge access; Optimized problem-solving frameworks; Enhanced collaborative intelligence,Reduced physical-world problem solving,Positive Growth
48906,2029,AI Mainstream Adoption,Optimistic,Oceania,Elder (65+),Secondary,Science & Research,None,9.4,12.68,59.93,68.24,71.37,71.62,48.84,58.66,90.89,73.69,41.29,61.06,33.87,57.5,48.96,Increased productivity for deep work; Augmented artistic expression; Improved mental health support tools; Real-time language and cultural bridging,,Positive Growth
48907,2053,Cognitive Co-Evolution,Neutral,North America,Elder (65+),Primary,Education,Analytical AI,25.7,47.81,72.32,55.3,64.76,67.55,74.56,74.37,67.27,59.31,72.36,64.94,45.59,69.1,44.0,Improved accessibility for disabled individuals; Broader knowledge access; Augmented artistic expression,Decreased social bonding; Polarization through AI echo chambers,Stagnant / Moderate
48908,2058,Cognitive Co-Evolution,Mixed,Middle East,Elder (65+),Postgraduate,Law,AGI-Adjacent Tools,28.0,65.46,46.48,83.35,62.82,66.86,52.0,53.57,54.51,71.07,62.79,64.64,64.8,76.83,39.46,Enhanced research capabilities,Attention span deterioration; Polarization through AI echo chambers,Stagnant / Moderate
48909,2073,Symbiotic Intelligence Age,Optimistic,South Asia,Senior (51-65),PhD/Research,Unemployed/Retired,Full AGI Integration,40.1,72.61,70.28,91.35,86.4,78.82,94.15,78.17,65.53,83.09,78.53,87.98,69.48,87.08,60.14,Democratized access to expertise; Improved mental health support tools; Real-time language and cultural bridging,Existential anxiety from AI advancement,Positive Growth
48910,2039,Deep AI Dependency Era,Neutral,Latin America,Elder (65+),Postgraduate,Skilled Trades,Creative AI,11.3,27.8,63.62,59.04,66.82,64.0,60.8,66.01,77.61,59.65,61.62,58.49,30.14,50.43,51.11,Reduced cognitive load on repetitive tasks; Cross-domain creativity boosts,Decreased social bonding; Existential anxiety from AI advancement,Stagnant / Moderate
48911,2066,Symbiotic Intelligence Age,Pessimistic,Latin America,Young Adult (26-35),Secondary,Skilled Trades,AGI-Adjacent Tools,29.7,72.83,51.0,40.31,58.7,48.42,32.47,50.23,27.42,40.64,65.38,32.44,79.07,47.23,13.9,Enhanced emotional regulation through AI coaching,Emotional detachment from AI mediation; Creativity homogenization; Attention span deterioration,Cognitive Decline Risk
48912,2028,AI Mainstream Adoption,Optimistic,East Asia,Young Adult (26-35),Undergraduate,Creative Arts,None,6.3,20.13,49.92,60.46,57.76,62.23,56.78,56.39,74.57,68.66,52.14,58.75,31.33,66.29,47.24,Optimized problem-solving frameworks; Broader knowledge access,Attention span deterioration,Stagnant / Moderate
48913,2049,Post-Singularity Transition,Neutral,North America,Senior (51-65),Undergraduate,Skilled Trades,Creative AI,15.2,44.84,62.5,63.41,62.8,62.73,64.58,66.79,64.61,60.44,64.13,69.98,50.88,70.58,53.56,Real-time language and cultural bridging,Declining handwriting and manual skills; Reduced risk-taking in innovation,Stagnant / Moderate
48914,2057,Cognitive Co-Evolution,Neutral,Oceania,Senior (51-65),Primary,Technology,AGI-Adjacent Tools,23.7,53.64,72.46,57.31,75.8,67.51,62.93,72.91,65.65,62.16,70.93,52.15,51.76,75.95,54.05,Improved mental health support tools,Reduced tolerance for ambiguity,Positive Growth
48915,2037,Deep AI Dependency Era,Neutral,Southeast Asia,Elder (65+),Postgraduate,Technology,Basic Assistants,19.7,29.35,69.56,66.28,63.76,64.08,62.35,62.39,69.49,67.07,59.11,62.34,41.17,56.47,31.16,Improved accessibility for disabled individuals; Improved creative brainstorming,Declining handwriting and manual skills; Algorithmic bias reinforcement,Positive Growth
48916,2070,Symbiotic Intelligence Age,Mixed,South Asia,Elder (65+),Postgraduate,Unemployed/Retired,Full AGI Integration,34.6,75.54,54.46,70.3,71.5,49.11,39.1,67.12,46.91,63.45,74.1,70.15,69.57,58.22,30.59,Increased productivity for deep work; Accelerated innovation cycles; Faster skill acquisition,Polarization through AI echo chambers; Privacy erosion through behavioral data; Skill atrophy in non-AI domains,Stagnant / Moderate
48917,2036,Deep AI Dependency Era,Pessimistic,Middle East,Young Adult (26-35),PhD/Research,Entrepreneurship,None,12.1,33.86,52.45,61.54,51.23,48.44,57.09,61.73,93.41,56.22,71.88,73.69,36.17,52.86,44.49,Improved creative brainstorming; Personalized learning pathways,Reduced tolerance for ambiguity; Privacy erosion through behavioral data; Over-reliance on AI outputs,Cognitive Decline Risk
48918,2059,Cognitive Co-Evolution,Neutral,North America,Youth (18-25),Postgraduate,Engineering,Analytical AI,23.5,58.01,72.86,66.94,67.27,63.02,62.93,71.85,64.23,72.78,72.97,67.07,59.13,54.35,62.29,Augmented artistic expression; Optimized problem-solving frameworks; Better data-driven decisions,Memory atrophy from AI offloading; Algorithmic bias reinforcement; Skill atrophy in non-AI domains,Positive Growth
48919,2026,Early AI Integration,Neutral,Southeast Asia,Adult (36-50),PhD/Research,Social Sciences,Basic Assistants,6.8,9.96,62.87,62.75,68.55,61.86,56.76,60.41,83.28,69.71,50.23,67.75,17.39,57.29,35.74,Reduced cognitive load on repetitive tasks; Enhanced research capabilities,Polarization through AI echo chambers; Reduced independent thinking; Decreased self-confidence in decisions,Stagnant / Moderate
48920,2063,Symbiotic Intelligence Age,Optimistic,Africa,Adult (36-50),Undergraduate,Creative Arts,Multi-modal AI,27.3,59.18,81.35,67.57,81.55,71.02,86.17,89.61,60.41,76.63,74.21,83.35,58.86,75.6,57.47,Enhanced research capabilities; Democratized access to expertise; Faster skill acquisition,,Positive Growth
48921,2059,Cognitive Co-Evolution,Mixed,South Asia,Youth (18-25),Postgraduate,Finance,Multi-modal AI,33.9,50.7,49.93,51.51,68.49,58.73,41.88,69.93,57.81,59.91,68.12,63.63,57.87,64.29,48.68,Greater scientific discovery rates,Algorithmic bias reinforcement; Creativity homogenization,Stagnant / Moderate
48922,2062,Symbiotic Intelligence Age,Pessimistic,Africa,Adult (36-50),Undergraduate,Technology,Full AGI Integration,42.9,68.52,39.63,40.32,37.49,51.7,36.22,52.18,48.73,52.76,66.18,48.9,70.87,50.19,27.59,,Digital addiction patterns; Reduced physical-world problem solving; Privacy erosion through behavioral data,Cognitive Decline Risk
48923,2073,Symbiotic Intelligence Age,Neutral,North America,Youth (18-25),Primary,Healthcare,Full AGI Integration,40.7,79.16,76.35,61.68,70.47,68.77,72.36,74.3,51.49,61.63,75.21,61.31,84.69,56.88,42.39,Enhanced research capabilities,Reduced tolerance for ambiguity; Algorithmic bias reinforcement; Reduced risk-taking in innovation,Positive Growth
48924,2070,Symbiotic Intelligence Age,Neutral,Southeast Asia,Elder (65+),Primary,Unemployed/Retired,AGI-Adjacent Tools,27.9,75.46,83.98,66.92,75.52,68.28,79.69,75.83,61.16,52.43,80.73,70.34,77.69,66.38,43.58,Faster medical diagnostics; Broader knowledge access,Reduced tolerance for ambiguity; Algorithmic bias reinforcement,Positive Growth
48925,2069,Symbiotic Intelligence Age,Pessimistic,South Asia,Young Adult (26-35),Postgraduate,Creative Arts,AGI-Adjacent Tools,41.6,78.24,32.65,44.35,53.07,50.62,31.67,46.18,46.78,38.38,82.84,37.63,72.61,46.73,27.86,Greater scientific discovery rates,Algorithmic bias reinforcement; Attention span deterioration; Reduced tolerance for ambiguity; Digital addiction patterns,Cognitive Decline Risk
48926,2041,Post-Singularity Transition,Optimistic,Middle East,Elder (65+),PhD/Research,Technology,Creative AI,14.4,30.41,64.17,72.63,72.18,71.48,59.63,64.03,82.75,73.17,58.02,69.81,40.93,73.26,46.48,Real-time language and cultural bridging; Faster skill acquisition,,Positive Growth
48927,2067,Symbiotic Intelligence Age,Optimistic,Middle East,Senior (51-65),Primary,Unemployed/Retired,Multi-modal AI,35.4,71.11,84.74,72.93,86.38,77.02,81.8,94.43,68.58,82.66,68.54,73.23,70.14,84.32,64.19,Enhanced emotional regulation through AI coaching; Greater scientific discovery rates; Broader knowledge access; Improved accessibility for disabled individuals,Existential anxiety from AI advancement,Positive Growth
48928,2053,Cognitive Co-Evolution,Optimistic,South Asia,Adult (36-50),Secondary,Entrepreneurship,Creative AI,28.9,47.13,62.93,69.15,79.51,73.73,81.18,81.04,78.11,73.35,61.33,73.15,50.28,79.46,68.51,Faster skill acquisition; Enhanced emotional regulation through AI coaching; Increased productivity for deep work; Greater scientific discovery rates,,Positive Growth
48929,2060,Cognitive Co-Evolution,Pessimistic,North America,Adult (36-50),Undergraduate,Law,Analytical AI,44.3,67.63,43.39,30.86,53.42,53.39,47.87,52.2,54.04,35.59,71.28,44.81,65.3,46.84,27.92,,Algorithmic bias reinforcement; Over-reliance on AI outputs; Job displacement anxiety; Decreased social bonding,Cognitive Decline Risk
48930,2060,Cognitive Co-Evolution,Optimistic,Southeast Asia,Youth (18-25),Postgraduate,Finance,Multi-modal AI,24.2,63.73,75.2,81.38,84.74,71.71,71.73,80.25,65.13,74.68,65.8,75.45,66.97,90.03,58.51,Broader knowledge access; Accelerated innovation cycles,Privacy erosion through behavioral data; Algorithmic bias reinforcement,Positive Growth
48931,2069,Symbiotic Intelligence Age,Pessimistic,North America,Senior (51-65),Secondary,Healthcare,Full AGI Integration,36.7,91.41,32.04,39.47,53.43,46.41,27.67,64.17,41.77,38.46,80.84,46.03,83.72,41.49,23.34,Faster skill acquisition,Reduced risk-taking in innovation; Skill atrophy in non-AI domains; Memory atrophy from AI offloading,Cognitive Decline Risk
48932,2024,Early AI Integration,Pessimistic,Middle East,Elder (65+),PhD/Research,Healthcare,None,9.1,21.79,67.61,64.92,70.66,62.3,75.34,63.5,75.91,79.04,61.64,65.61,17.74,71.43,59.42,,Reduced risk-taking in innovation; Existential anxiety from AI advancement; Reduced physical-world problem solving,Cognitive Decline Risk
48933,2030,AI Mainstream Adoption,Optimistic,East Asia,Elder (65+),Undergraduate,Entrepreneurship,Basic Assistants,13.5,19.61,68.6,61.59,61.29,49.88,55.94,53.24,84.12,68.53,60.17,70.74,26.82,62.07,45.92,Enhanced research capabilities; Faster medical diagnostics; Democratized access to expertise; Cross-domain creativity boosts,,Stagnant / Moderate
48934,2068,Symbiotic Intelligence Age,Pessimistic,Europe,Youth (18-25),PhD/Research,Finance,AGI-Adjacent Tools,36.9,79.17,42.79,49.82,56.95,43.23,48.92,58.94,27.51,28.87,72.74,48.58,73.07,39.63,16.23,Improved accessibility for disabled individuals; Enhanced emotional regulation through AI coaching,Algorithmic bias reinforcement; Reduced independent thinking; Declining handwriting and manual skills,Cognitive Decline Risk
48935,2046,Post-Singularity Transition,Neutral,Latin America,Senior (51-65),Secondary,Science & Research,Multi-modal AI,19.1,38.82,69.5,66.56,81.37,66.47,49.89,62.66,70.34,65.52,54.33,59.89,39.74,68.53,51.63,Enhanced emotional regulation through AI coaching,Polarization through AI echo chambers,Positive Growth
48936,2060,Cognitive Co-Evolution,Neutral,North America,Youth (18-25),Primary,Science & Research,Analytical AI,32.5,59.61,74.41,59.86,76.78,64.83,61.21,67.07,53.85,57.04,69.97,66.97,58.66,68.25,33.22,Enhanced collaborative intelligence; Enhanced emotional regulation through AI coaching; Improved accessibility for disabled individuals,Loss of deep reading habits,Positive Growth
48937,2050,Post-Singularity Transition,Optimistic,Europe,Youth (18-25),Primary,Business,Analytical AI,14.0,41.12,64.07,77.88,76.64,78.92,59.15,82.42,74.62,81.51,68.05,75.02,42.49,74.78,54.97,Enhanced emotional regulation through AI coaching; Improved accessibility for disabled individuals; Increased productivity for deep work; Reduced cognitive load on repetitive tasks,Decreased self-confidence in decisions; Existential anxiety from AI advancement,Positive Growth
48938,2052,Cognitive Co-Evolution,Optimistic,Oceania,Elder (65+),Primary,Healthcare,Creative AI,23.0,51.92,64.65,70.31,76.26,76.14,63.94,67.94,81.01,71.64,55.35,70.37,47.12,66.82,57.25,Greater scientific discovery rates; Reduced cognitive load on repetitive tasks,,Positive Growth
48939,2032,AI-Augmented Society,Mixed,Oceania,Young Adult (26-35),Undergraduate,Finance,None,8.0,24.41,78.23,86.57,72.08,81.68,57.73,43.12,68.59,69.87,53.84,57.46,31.93,73.09,49.14,Augmented artistic expression; Increased productivity for deep work; Cross-domain creativity boosts,Emotional detachment from AI mediation,Stagnant / Moderate
48940,2027,AI Mainstream Adoption,Optimistic,East Asia,Young Adult (26-35),Primary,Unemployed/Retired,None,6.6,9.55,60.22,56.3,58.2,65.7,51.89,49.84,82.74,71.56,52.49,69.73,25.49,60.46,55.16,Improved accessibility for disabled individuals; Cross-domain creativity boosts; Faster skill acquisition; Increased productivity for deep work,Declining handwriting and manual skills; Polarization through AI echo chambers,Stagnant / Moderate
48941,2026,Early AI Integration,Neutral,North America,Elder (65+),Postgraduate,Engineering,Basic Assistants,12.4,15.38,59.26,64.72,59.84,64.61,48.53,60.18,84.7,67.35,59.21,66.0,24.93,70.03,62.93,Enhanced emotional regulation through AI coaching; Improved mental health support tools,Privacy erosion through behavioral data; Decreased self-confidence in decisions; Decreased social bonding,Stagnant / Moderate
48942,2054,Cognitive Co-Evolution,Pessimistic,Oceania,Young Adult (26-35),Primary,Unemployed/Retired,Multi-modal AI,26.7,65.3,38.02,43.8,55.0,54.87,46.42,57.16,72.48,63.11,70.44,50.88,64.42,47.75,17.91,,Existential anxiety from AI advancement; Reduced physical-world problem solving,Cognitive Decline Risk
48943,2033,AI-Augmented Society,Optimistic,Oceania,Senior (51-65),PhD/Research,Engineering,None,12.6,19.78,52.36,57.97,62.99,64.46,60.51,56.03,72.59,70.6,41.26,62.74,22.15,64.65,38.18,Greater scientific discovery rates; Democratized access to expertise; Enhanced emotional regulation through AI coaching; Augmented artistic expression,,Stagnant / Moderate
