Clothing_ID,Clothing_Name,Native_Name,Country,Region,Ethnic_Group,Garment_Type,Clothing_Category,Historical_Period,Primary_Fabric,Secondary_Fabric,Weaving_Technique,Embroidery_Type,Dominant_Colors,Occasion_Used,Religious_Significance,Traditional_Accessories,Climate_Adaptation,Cultural_Symbolism,Modern_Fashion_Influence,Endangered_Tradition_Status,Visual_Vibrancy_Score,Historical_Depth_Score
TG-37004,Guntiino Wrap,Unknown,Somalia,East Africa,Somali,Unknown,Royal,19th Century,Silk,Chiffon,Knotted pile,Goldwork couching,"Gold, White, Bright Blue",Graduation,Buddhist merit and dharma symbolism,Gold diric brooch,Mediterranean,Somali camel herding heritage and ancient Indian Ocean trade,None,Reviving,2,10
TG-37005,Agaseke Basket Dress,,Rwanda,Central Africa,Rwandan,Scarf,Bridal,Qing Dynasty,Silk,Silk thread,Block printing,None,"Green, White, Gold",Genocide Memorial,Buddhist merit and dharma symbolism,Intore headdress,Subarctic,Rwandan ubwenge wisdom and Imana divine heritage,High,Endangered,10,7
TG-37006,Umushanana Wrap,Umushanana Wrap,Rwanda,Central Africa,Rwandan,Crown,Headwear,Meiji Period,Silk,None,Ikat,Cutwork,"White, Green, Multicolor",Genocide Memorial,Buddhist merit and dharma symbolism,Agaseke coil basket,Hot Desert,Rwandan ubwenge wisdom and Imana divine heritage,Medium,Active,7,5
TG-37007,Kaross Hide Cloak,Kaross Hide Cloak,Botswana,Southern Africa,San Bushmen,Loincloth,Ceremonial,Viking Age,Bark,Ostrich eggshell,Not Documented,Crewelwork,,Coming-of-Age,Animist spirit world connection,Ostrich shell necklace,Hot Desert,San Bushmen First People Kalahari and trance healing dance,Very High,Active,4,7
TG-37008,Matching Fabric Outfit,Matching Fabric Outfit,Namibia,Southern Africa,Herero,Tunic,Ritual,Mughal Period,Wool,Cotton lining,Mud cloth bogolanfini,Hardanger embroidery,"Navy, Bright solids, White",Wedding,Islamic modesty and geometric pattern,Victorian brooch,Cold Continental,Herero resistance identity and Victorian-colonial fusion heritage,None,Extinct,4,8
TG-37009,Cape Dress,Cape Dress,Namibia,Southern Africa,Herero,Blouse,Royal,Baroque,Wool,Cotton lining,Tapestry weave,None,"Bright solids, White, Victorian pastels",Daily,Traditional-Lutheran,Ekori cow horn hat,Mountain Desert,Herero resistance identity and Victorian-colonial fusion heritage,None,Active,2,5
TG-37010,Sash of Rank,Sash of Rank,Uganda,East Africa,,Cape,Festival,Classical Antiquity,Bark cloth,Bark cloth,Kente strip loom,,"White, Gomesi prints",Daily,Taoist cosmic balance,Kiganda necklace,High Altitude Cold,Buganda Kingdom hierarchy and Kintu founding myth identity,Medium,Active,4,9
TG-37011,Gomesi Dress,Gomesi Dress,Uganda,East Africa,Baganda,Robe,Festival,Timurid Era,Cotton,Not Documented,Twined weaving,,"Gold, White",Daily,Hindu cosmic order and divine kingship,Bark cloth sash,Hot Semi-Arid,Buganda Kingdom hierarchy and Kintu founding myth identity,Very High,Active,3,6
TG-37012,Bandhani Saree,Unknown,India,South Asia,Rajput,Not Documented,Warrior,Bronze Age,Silk,Silk thread,Tapestry weave,Suzani chain stitch,"Gold, Ivory",Royal Ceremony,Confucian social hierarchy,Maang Tikka,Cold Continental,Not Documented,Medium,Active,4,4
TG-37013,Pagri Turban,N/A,India,South Asia,Rajput,Coat,Ritual,Renaissance,,Silk thread,Drawloom,Shadow work,,Royal Ceremony,Hinduism,Bajuband,Tropical Humid,Royal lineage and clan identity,Medium,Active,8,2
TG-37014,Sherwani,Sherwani,India,South Asia,Rajput,Dress,Religious,Viking Age,Zari,Cotton,Brocade,Blackwork,"Crimson, Saffron",Royal Ceremony,Maasai Engai sky god,Kundan Necklace,Mountain Desert,Royal lineage and clan identity,Low,Extinct,2,5
TG-37015,Ghagra Choli,Ghagra Choli,India,South Asia,,Cape,Headwear,Renaissance,Cotton,Chanderi,Tie-dye,Aari hook stitch,Unknown,Royal Ceremony,None,Bajuband,Subtropical Monsoon,,Very High,Active,4,5
TG-37016,Kanjivaram Saree,Kanjivaram Saree,India,South Asia,Tamil Brahmin,Sash,Royal,Baroque,Cotton,None,N/A,,"Peacock Blue, Red",Pongal Festival,Andean Pachamama earth spirit,Ear studs,Hot Semi-Arid,Vedic ritual purity and auspiciousness,Low,Reviving,6,9
TG-37017,Veshti,Veshti,India,South Asia,Tamil Brahmin,Ritual Costume,Religious,Ancient-Present,Tissue Silk,Silk thread,Block printing,None,"Green, Peacock Blue, Red",Pongal Festival,Australian Dreaming ancestors,,Tropical Humid,Vedic ritual purity and auspiciousness,Low,Endangered,6,2
TG-37018,Panchakacham,Panchakacham,India,South Asia,Tamil Brahmin,Coat,Royal,Viking Age,Pure Silk,Cotton lining,Block printing,Beadwork,"Temple Gold, Red, Green",Wedding,Taoist cosmic balance,Ear studs,Tropical Humid,Vedic ritual purity and auspiciousness,Low,Endangered,8,9
TG-37019,Kashmiri Shawl,Kashmiri Shawl,India,South Asia,Kashmiri,Apron,Outerwear,Post-Colonial Modern,Woolen tweed,Raffel,Felt pressing,Shadow work,"Saffron, Deep Maroon",Shikara Festival,Taoist cosmic balance,Silver earrings,High Altitude Cold,Sufi mysticism and valley heritage,Not Documented,Extinct,5,6
TG-37020,Pheran,Not Documented,India,South Asia,N/A,Crown,Warrior,19th Century,Raffel,Shahtoosh,Naalbinding,,"Saffron, Deep Maroon, Walnut Brown",Eid,Maasai Engai sky god,Athroo,Tropical Highland,Sufi mysticism and valley heritage,Very High,,9,2
TG-37021,Khwangvet,,India,South Asia,Not Documented,Jacket,Ceremonial,Medieval 1000-1400 CE,Eri Silk,Cotton lining,N/A,Zardozi goldwork,"Sky Blue, White, Black",Daily,Confucian social hierarchy,Khudei,Unknown,Meitei religious cosmos and nature worship,None,Active,1,4
TG-37022,Tesikata Leggings,Tesikata Leggings,Japan,East Asia,Ainu,Cloak,Court,Ottoman Era,Cotton,Animal skin,Brocade,Blackwork,"Indigo Blue, Rust Red",Spirit Ceremony,None,Headband,Tropical Highland,Connection to Kamuy spirits and nature,None,Active,5,7
TG-37023,Kemu Coat,Kemu Coat,Japan,East Asia,Ainu,Cloak,Outerwear,Qing Dynasty,Cotton,None,Unknown,Goldwork couching,"Indigo Blue, Rust Red, White",Bear Festival,None,Headband,High Altitude Cold,Connection to Kamuy spirits and nature,High,Reviving,5,4
TG-37024,Hakama,Hakama,Japan,East Asia,Kyoto Nobility,Wrap Skirt,Warrior,Early Modern 1400-1700,Rinzu,None,Twill,Mola reverse applique,"Snow White, Midnight Blue",Seasonal Festival,Aztec solar deity,Not Documented,Cold Alpine,Seasonal beauty and rank hierarchy,Low,N/A,10,7
TG-37025,Junihitoe,Junihitoe,Japan,East Asia,Kyoto Nobility,Coat,Daily,Baroque,Rinzu,None,Supplementary weft,Yuzen dyeing,"Ume Pink, Snow White, Midnight Blue",Imperial Court,Islamic modesty and geometric pattern,Obi,Continental Steppe,Seasonal beauty and rank hierarchy,None,Active,10,7
TG-37026,Mofuku,Mofuku,Japan,East Asia,Kyoto Nobility,Hat,Ceremonial,Early Medieval 500-1000 CE,Rinzu,Brocade,Kente strip loom,Kasuti embroidery,"Midnight Blue, Autumn Gold, Snow White",Seasonal Festival,Hindu cosmic order and divine kingship,Netsuke,Tropical Humid,Seasonal beauty and rank hierarchy,None,Extinct,10,3
TG-37027,Furisode Kimono,Furisode Kimono,Japan,East Asia,Kyoto Nobility,Cloak,,Renaissance,Habutae,Silk,Twill,Shadow work,"Snow White, Ume Pink",Imperial Court,Maya Ixchel moon goddess,Netsuke,Cold Alpine,Seasonal beauty and rank hierarchy,Low,Reviving,6,7
TG-37028,Tang Suit,,China,East Asia,Han Chinese,Blouse,Festival,Pre-Columbian,Brocade,Gauze,Tablet weaving,Suzani chain stitch,"Ink Black, Vermillion, Jade Green",Wedding,Shamanic world tree and axis mundi,Jade pendant,Subtropical Monsoon,Confucian rank order and dynastic power,Low,Extinct,8,8
TG-37029,Changshan,N/A,China,East Asia,Han Chinese,Robe,Headwear,Early Medieval 500-1000 CE,Gauze,None,Naalbinding,Goldwork couching,"Jade Green, Imperial Yellow, Ink Black",Wedding,Confucianism-Taoism,Silk sash,Arctic Tundra,Confucian rank order and dynastic power,,Active,5,5
TG-37030,Miao Indigo Jacket,Miao Indigo Jacket,China,East Asia,Miao,Blouse,Tribal,Baroque,Homespun cotton,Cotton lining,Batik wax resist,Smocking,"Black, Red",Lusheng Festival,Animism,Large silver necklace,High Altitude Cold,Ancestral migration history encoded in embroidery,None,Endangered,10,5
TG-37031,Pangden Apron,Pangden Apron,China,East Asia,Tibetan,,Ceremonial,Meiji Period,Cotton,None,Tie-dye,Cutwork,"Turquoise, Coral Red, Saffron Yellow",Horseback,Maya Ixchel moon goddess,Turquoise headdress,Hot Semi-Arid,N/A,Very High,Active,10,10
TG-37032,Ceremonial Armor,Ceremonial Armor,Mongolia,Central Asia,Khalkha Mongol,Armor Suit,Royal,Meiji Period,Camel hair,Cotton,Inkle loom,Shadow work,"White, Terracotta Orange",New Year,Christian faith and saint veneration,Snuff bottle,Cold Alpine,Nomadic freedom and clan lineage,Low,Endangered,7,8
TG-37033,Uuj Jacket,Uuj Jacket,Mongolia,Central Asia,Khalkha Mongol,Uuj Blouse,Innerwear,Colonial Era 1500-1900,Silk,N/A,Twined weaving,Unknown,"Forest Green, Cobalt Blue, Terracotta Orange",Naadam Festival,Taoist cosmic balance,Leather belt,Island Maritime,Nomadic freedom and clan lineage,None,Active,9,7
TG-37034,Chapan Robe,Chapan Robe,Kazakhstan,Central Asia,Unknown,Not Documented,Ritual,19th Century,Silk,Felt,Tie-dye,Aari hook stitch,"Royal Blue, Gold, Crimson",Nauryz Festival,Zoroastrian fire and purity,Silver earrings,Island Maritime,Tribal genealogy and nomadic prestige,Low,,9,5
TG-37035,Kurta,Kurta,Uzbekistan,Not Documented,Uzbek,Saree,Religious,Ottoman Era,Ikat silk,None,Brocade,Needle lace,"Emerald, Saffron",Navruz,Christian faith and saint veneration,Doppa cap,Subtropical Monsoon,Silk Road prestige and Timurid court culture,Low,Reviving,1,9
TG-37036,Kameez Shalwar,Kameez Shalwar,Pakistan,South Asia,Sindhi,Hat,Ceremonial,18th Century,Embroidered cotton,Embroidered cotton,Knotted pile,Zardozi goldwork,"Indigo, Brick Red",Wedding,Islam-Sufi,Nose ring,Arctic Tundra,Indus civilization continuity and Sufi devotion,None,Endangered,3,3
TG-37037,Ghaghra,Ghaghra,Pakistan,South Asia,,Bridal Ensemble,,18th Century,Silk,Silk thread,Block printing,Silk ribbon embroidery,"Indigo, Black, Brick Red",Daily,Hindu cosmic order and divine kingship,Nose ring,Cold Alpine,Indus civilization continuity and Sufi devotion,None,Reviving,7,4
TG-37038,Ajrak Shawl,,Pakistan,South Asia,Sindhi,Blouse,Outerwear,Mughal Period,Silk,Block-print fabric,Inkle loom,Tibetan couching,"Brick Red, Indigo, Black",Sindhi Festival,None,Heer embroidered dupatta,Continental Steppe,Indus civilization continuity and Sufi devotion,None,Active,8,5
TG-37039,Sindhi Cap,Sindhi Cap,Pakistan,South Asia,Sindhi,Tunic,Accessory,Victorian,Silk,Cotton,Dovetail tapestry,Tibetan couching,"White, Black, Indigo",Eid,Islamic modesty and geometric pattern,Silver jhumar,,Indus civilization continuity and Sufi devotion,None,Endangered,8,3
TG-37040,Panjabi,Panjabi,Bangladesh,South Asia,Bengali Muslim,Crown,Tribal,Silk Road Era,Muslin,Silk thread,,Not Documented,"Pink, White",Wedding,Yoruba Orisha devotion,N/A,Cold Alpine,,High,Active,6,3
TG-37041,Kandyan Hat,Unknown,Sri Lanka,South Asia,Kandyan Sinhalese,Robe,Festival,19th Century,Brocade,Batik,Dovetail tapestry,Drawn thread,"Gold, Elephant Grey",Temple Visit,None,Hair comb,Tropical,Buddhist kingship and royal Kandyan heritage,Very High,Active,7,3
TG-37042,Ves Costume,Ves Costume,Sri Lanka,South Asia,Kandyan Sinhalese,Wrap Skirt,Footwear,Post-Colonial Modern,Cotton,,Supplementary weft,Kasuti embroidery,"White, Red, Gold",Cultural Dance,Zoroastrian fire and purity,Gold waist chain,Mediterranean,Buddhist kingship and royal Kandyan heritage,Very High,Active,9,7
TG-37043,Ulkusha Shirt,Ulkusha Shirt,Unknown,South Asia,Unknown,Robe,Religious,Post-Colonial Modern,Brocade,Cotton lining,Tie-dye,Silk ribbon embroidery,"Gold, White, Red",Temple Visit,Unknown,Kandyan necklace,Subtropical Monsoon,Buddhist kingship and royal Kandyan heritage,Medium,Reviving,7,6
TG-37044,Rato Cholo,Rato Cholo,Nepal,South Asia,Newar,Loincloth,Accessory,Baroque,Cotton,Silk,Sprang,Kathmandu metalwork,"Black, Green, Dark Blue",Daily,Shinto nature kami,Ear ornament,Subtropical Monsoon,Newar Buddhist cosmology and artisan identity,Low,Endangered,9,9
TG-37045,Surwal,Surwal,Nepal,South Asia,Newar,Cloak,Festival,Mughal Period,Silk,Silk thread,Floor loom,Shadow work,Unknown,Indra Jatra,Maasai Engai sky god,Yomari feast dress,,Newar Buddhist cosmology and artisan identity,Low,Active,4,3
TG-37046,Daura Suruwal,Daura Suruwal,Nepal,South Asia,Newar,Saree,Accessory,Early 20th Century,Silk,Cotton lining,Narrow strip loom,Crewelwork,"Dark Blue, Black",Dashain,Islamic modesty and geometric pattern,Ear ornament,Temperate Maritime,Newar Buddhist cosmology and artisan identity,,Active,6,5
TG-37047,Haku Patasi,Haku Patasi,Nepal,South Asia,Newar,Scarf,Outerwear,Mughal Period,Dhaka fabric,None,Ndop resist,Sequin applique,"Black, Dark Blue, Green",Wedding,Shamanic world tree and axis mundi,Gold necklace,Cold Alpine,Newar Buddhist cosmology and artisan identity,None,Active,1,5
TG-37048,Chakkri Court Dress,Chakkri Court Dress,Thailand,Southeast Asia,Central Thai,Bridal Ensemble,Religious,Enlightenment Era,Cotton,Cotton lining,Inkle loom,Beadwork,,Royal Ceremony,Maya Ixchel moon goddess,Mongkut crown,Temperate Maritime,Buddhist merit and royal Chakri dynasty prestige,Very High,Endangered,8,2
TG-37049,Ao Tu Than,Ao Tu Than,Vietnam,Southeast Asia,Kinh,Ao Loincloth,Religious,Early Modern 1400-1700,Cotton,Cotton lining,Hand spinning,Satin stitch,"Sky Blue, White, Emerald",Tet New Year,Confucian social hierarchy,Silk scarf,Hot Desert,Vietnamese national identity and feminine grace,High,Active,6,2
TG-37050,Ao Ba Ba,Unknown,Vietnam,Southeast Asia,Kinh,Vest,Religious,Ottoman Era,,Silk thread,Resist dyeing,Reverse applique,"White, Pastel Pink, Sky Blue",Wedding,N/A,Non La conical hat,Tropical Humid,Vietnamese national identity and feminine grace,Very High,Active,9,6
TG-37051,Batik Pagi Sore,Batik Pagi Sore,Indonesia,Southeast Asia,Javanese,Wrap Skirt,Festival,Bronze Age,Batik cotton,None,Card weaving,Sequin applique,"Soft Gold, Brown Earth, Deep Indigo",Wayang Kulit,,Kain batik sash,Equatorial Rainforest,Javanese cosmic order and court hierarchy,None,Not Documented,4,3
TG-37052,Blangkon Hat,,Indonesia,Southeast Asia,Javanese,Cape,Footwear,Ottoman Era,Silk,None,Tapestry weave,Goldwork couching,"Soft Gold, Cream, Brown Earth",Batik Day,Maya Ixchel moon goddess,Gold brooch,Tropical Highland,Javanese cosmic order and court hierarchy,High,Active,1,7
TG-37053,Kebaya,Kebaya,Indonesia,Southeast Asia,Javanese,Cape,Footwear,Bronze Age,Georgette,Lurik,Brocade,Mola reverse applique,"Soft Gold, Deep Indigo",Wedding,Taoist cosmic balance,Gold brooch,Tropical,Javanese cosmic order and court hierarchy,None,Endangered,10,4
TG-37054,Kebaya Bali,Kebaya Bali,Indonesia,Southeast Asia,Balinese,Bridal Ensemble,Footwear,Pre-Columbian,Cotton,Songket brocade,Kente strip loom,Needle lace,"Black, White, Crimson",Wedding,Islamic modesty and geometric pattern,Kamben sash,Tropical Highland,Hindu-Balinese cosmic balance and temple devotion,None,Endangered,4,7
TG-37055,Barong Tagalog,N/A,Philippines,Southeast Asia,Tagalog,Wrap Skirt,Ceremonial,Early 20th Century,Hablon,Hablon,Twill,Not Documented,"Light Blue, Ivory",Independence Day,Taoist cosmic balance,Gold belt buckle,Cold Continental,Filipino national identity and colonial-indigenous fusion,Low,Reviving,3,9
TG-37056,Maria Clara Dress,Maria Clara Dress,Philippines,Unknown,Tagalog,Ceremonial Robe,Daily,Victorian,Jusi,Pina fiber,Twined weaving,Kantha running stitch,"Light Blue, Pearl White",Fiesta,None,Unknown,Subtropical Monsoon,Filipino national identity and colonial-indigenous fusion,Low,Endangered,4,10
TG-37057,Baro't Saya,Baro't Saya,Philippines,Southeast Asia,Tagalog,,Tribal,Early Modern 1400-1700,Silk,Jusi,Naalbinding,Suzani chain stitch,Not Documented,Wedding,Andean Pachamama earth spirit,Gold belt buckle,Cold Alpine,Filipino national identity and colonial-indigenous fusion,High,Active,4,1
TG-37058,Taikpon Jacket,Taikpon Jacket,Myanmar,Southeast Asia,Bamar,Kilt,Footwear,Ancient (pre-500 CE),Cotton,Cotton lining,Twined weaving,Drawn thread,"Forest Green, White, Gold",,Theravada Buddhism,Jasmine garland,Hot Desert,Buddhist merit and Burmese royal heritage,Very High,Extinct,3,7
TG-37059,Sampot Chang Kben,N/A,Cambodia,Southeast Asia,Khmer,Dress,Footwear,Baroque,Cotton,None,Sprang,Mola reverse applique,"Gold, Royal Blue, Jade",Khmer New Year,Buddhism,Lotus blossom,Continental Steppe,N/A,Low,Extinct,6,4
TG-37060,Pidan Silk,Pidan Silk,Cambodia,Southeast Asia,Khmer,Trousers,Footwear,Baroque,Cotton,Hol ikat,Brocade,Silk ribbon embroidery,"Jade, Crimson, Gold",Royal Ceremony,Islamic modesty and geometric pattern,Lotus blossom,Tropical,Angkor imperial glory and Khmer Buddhist cosmology,Low,Active,1,5
TG-37061,Pahkaoma Cloth,Pahkaoma Cloth,Laos,Southeast Asia,Lao Loum,Warrior Attire,Royal,Victorian,Cotton,Cotton,Supplementary weft,,"Burgundy, Cream",Boat Racing,Shinto nature kami,Wrist blessing strings,Island Maritime,Lao Buddhist identity and Mekong valley heritage,None,Endangered,8,2
TG-37062,Pha Biang,Pha Biang,Laos,Southeast Asia,Lao Loum,Cloak,Accessory,Post-Colonial Modern,Brocade,Mat-mii ikat,Hand spinning,Silver thread,"Gold, Cream, Burgundy",Temple,Maya Ixchel moon goddess,Wrist blessing strings,Mediterranean,Lao Buddhist identity and Mekong valley heritage,Low,Endangered,6,9
TG-37063,Suea Pat Jacket,Suea Pat Jacket,Laos,Southeast Asia,Lao Loum,Loincloth,Headwear,Ancient (pre-500 CE),Brocade,Cotton lining,Felt pressing,None,"Cream, Burgundy, Gold",Boun Pi Mai,Shinto nature kami,Silver belt,Island Maritime,Lao Buddhist identity and Mekong valley heritage,High,Not Documented,2,5
TG-37064,Sinh Skirt,Sinh Skirt,Laos,Southeast Asia,Lao Loum,Saree,Festival,19th Century,Mat-mii ikat,Silk thread,,Goldwork couching,"Burgundy, Cream, Gold",Temple,Confucian social hierarchy,Floral crown,Tropical Highland,Lao Buddhist identity and Mekong valley heritage,None,Reviving,3,7
TG-37065,Baju Kurung,N/A,Malaysia,Southeast Asia,Malay,Kaftan,N/A,Early Modern 1400-1700,Voile,None,Twined weaving,,"Royal Blue, Burgundy",Eid Fitri,Islam,Tengkolok headcloth,Hot Semi-Arid,Malay Islamic identity and sultanate prestige,Low,Active,5,4
TG-37066,Keris Holder,,Malaysia,Southeast Asia,Malay,Jacket,Bridal,Colonial Era 1500-1900,Songket silk,None,Tapestry weave,Hardanger embroidery,"Emerald, Gold, Royal Blue",Royal Installation,Shamanic world tree and axis mundi,Songket sash,Hot Semi-Arid,Malay Islamic identity and sultanate prestige,Low,Reviving,6,7
TG-37067,Baju Melayu,,Malaysia,Southeast Asia,Malay,Loincloth,Festival,Meiji Period,Songket silk,Brocade,Twill,Satin stitch,"Royal Blue, Emerald, Burgundy",Royal Installation,Hindu cosmic order and divine kingship,Tengkolok headcloth,Mediterranean,Malay Islamic identity and sultanate prestige,High,N/A,10,4
TG-37068,Kaftan,Kaftan,Turkey,Middle East,Ottoman,Jacket,Ritual,Medieval 1000-1400 CE,Velvet,Wool,Jacquard loom,Kasuti embroidery,"Gold, Midnight Blue, Emerald",Imperial Court,N/A,Kaftan brooch,Subarctic,Imperial Ottoman dynastic power and Islamic faith,None,,1,6
TG-37069,Entari Robe,N/A,Turkey,Middle East,Ottoman,Dance Costume,Warrior,Qing Dynasty,Velvet,Silk brocade,Sprang,Goldwork couching,"Gold, Crimson, Emerald",Religious Festival,Islam,N/A,Cold Continental,Imperial Ottoman dynastic power and Islamic faith,Low,Active,1,8
TG-37070,Salvar Trousers,,Turkey,Middle East,Ottoman,Shawl,Daily,Ottoman Era,Silk brocade,Cotton,Naalbinding,Zardozi goldwork,"Emerald, Crimson",Wedding,Buddhist merit and dharma symbolism,Kohl-rimmed eyes,Hot Semi-Arid,Imperial Ottoman dynastic power and Islamic faith,High,Active,9,2
TG-37071,Fes Hat,Fes Hat,Turkey,Middle East,Ottoman,Crown,Bridal,Baroque,Wool,Silk brocade,Mud cloth bogolanfini,Reverse applique,"Emerald, Gold",Circumcision Feast,Taoist cosmic balance,Kohl-rimmed eyes,Arctic Tundra,Imperial Ottoman dynastic power and Islamic faith,None,Active,8,4
TG-37072,Kurdish Costume,Kurdish Costume,Iran,Middle East,Persian,Dress,Unknown,Ottoman Era,Velvet,Persian silk,Block printing,Beadwork,"Saffron, Pomegranate Red",Wedding,Andean Pachamama earth spirit,Tasseled belt,Hot Semi-Arid,Zoroastrian fire symbolism and Persian imperial heritage,High,Active,8,7
TG-37073,Thobe,Thobe,Saudi Arabia,Middle East,Najdi,Bridal Ensemble,Festival,Ancient (pre-500 CE),Gold-trimmed fabric,Gold-trimmed fabric,Card weaving,Needlepoint,"Black, Gold",Formal Gathering,Buddhist merit and dharma symbolism,Gold watch,Hot Desert,Islamic modesty and Bedouin tribal dignity,Low,Endangered,10,6
TG-37074,Niqab Veil,Niqab Veil,Saudi Arabia,Middle East,Najdi,Shawl,Ceremonial,Enlightenment Era,Cotton,Gold-trimmed fabric,Resist dyeing,Phulkari bagh stitch,"Black, Gold, Cream",Wedding,None,Misbaah beads,Cold Alpine,Islamic modesty and Bedouin tribal dignity,,Active,3,10
TG-37075,Bisht Cloak,Bisht Cloak,Saudi Arabia,Middle East,Najdi,Shirt,Ceremonial,Colonial Era 1500-1900,Cotton,Cotton,Floor loom,Aari hook stitch,"Cream, Gold, Black",Daily,Shinto nature kami,Gold watch,Tropical Dry Savanna,Islamic modesty and Bedouin tribal dignity,Unknown,Extinct,6,5
TG-37076,Djellaba,N/A,Morocco,North Africa,Berber,Warrior Attire,Headwear,Ancient (pre-500 CE),Silk,None,Plain weave,Whitework,"Cobalt Blue, Terracotta, Saffron",Moussem Festival,Maya Ixchel moon goddess,Berber tattoo designs,Hot Desert,Amazigh identity and Islamic geometric artistry,Medium,Extinct,6,1
TG-37077,Haik Veil,Haik Veil,Morocco,North Africa,Berber,Loincloth,Footwear,Early 20th Century,Wool,Brocade,Floor loom,Goldwork couching,"Cobalt Blue, Saffron",Wedding,Australian Dreaming ancestors,Silver fibula,Tropical Dry Savanna,Amazigh identity and Islamic geometric artistry,Medium,Reviving,1,7
TG-37078,Takchita,Takchita,Morocco,North Africa,Berber,,Warrior,Almoravid-Present,Brocade,Brocade,Tablet weaving,Suzani chain stitch,"Saffron, Cobalt Blue",Fantasia,Confucian social hierarchy,Silver fibula,Equatorial Rainforest,Amazigh identity and Islamic geometric artistry,None,Active,9,2
TG-37079,Kaftan Fassi,Kaftan Fassi,Morocco,North Africa,Berber,Shawl,Footwear,Iron Age,Brocade,Wool,Screen printing,Tibetan couching,"Saffron, Forest Green, Cobalt Blue",Eid,None,Not Documented,Tropical Humid,Amazigh identity and Islamic geometric artistry,Low,Active,4,3
TG-37080,Kuta Shirt,N/A,Ethiopia,East Africa,Habesha,Loincloth,Tribal,Timurid Era,Hand-woven cotton,Hand-woven cotton,Jacquard loom,Hardanger embroidery,"White, Tilet color border",,Aztec solar deity,Gold earrings,Equatorial Rainforest,Ethiopian Orthodox faith and Solomonic dynasty heritage,None,Active,8,5
TG-37081,Habesha Kemis,Unknown,Ethiopia,East Africa,Habesha,Coat,Innerwear,Enlightenment Era,Silk,Tibeb-trimmed cotton,Tie-dye,Tibeb border weave,"Gold, White, Tilet color border",Wedding,Yoruba Orisha devotion,Gold earrings,Tropical Highland,Ethiopian Orthodox faith and Solomonic dynasty heritage,Low,Active,4,4
TG-37082,Aso Ebi Uniform,Aso Ebi Uniform,Nigeria,West Africa,Yoruba,Robe,N/A,Colonial Era 1500-1900,Cotton damask,Cotton lining,Tie-dye,None,"Cream, Gold",Owambe Party,Hindu cosmic order and divine kingship,Beaded slippers,Subtropical Monsoon,Yoruba royalty lineage and communal solidarity,None,Active,2,6
TG-37083,George Wrapper,George Wrapper,Nigeria,West Africa,Igbo,Parka,Footwear,Viking Age,Hollandaise,Cotton lining,Tapestry weave,Phulkari bagh stitch,"White, Gold",Masquerade,Odinani religion,Ofo stick,Tropical,Igbo title rank and ancestral chi spiritual force,Low,Endangered,7,2
TG-37084,Isiagu Shirt,Isiagu Shirt,Nigeria,West Africa,Igbo,Warrior Attire,Royal,Baroque,George silk,Not Documented,Hand spinning,Zardozi goldwork,"White, Gold",Ozo Initiation,Christian faith and saint veneration,Ivory anklet,Hot Desert,Igbo title rank and ancestral chi spiritual force,None,Reviving,7,1
TG-37085,Batakari Smock,Not Documented,Ghana,West Africa,Ashanti,Headdress,Outerwear,Ashanti Kingdom 17th c.,Adinkra printed cotton,Adinkra printed cotton,Floor loom,None,"Red, Green, Black",Naming Ceremony,Animist spirit world connection,Royal sandals,Mediterranean,Ashanti royal power and Adinkra philosophical wisdom,None,Active,1,8
TG-37086,Chiefs Kente,Chiefs Kente,Ghana,West Africa,Unknown,Ceremonial Robe,Royal,Pre-Columbian,Silk kente,Silk kente,Knotted pile,Tibetan couching,"Green, Black, Red",Naming Ceremony,Christian faith and saint veneration,Royal sandals,Subtropical Monsoon,Ashanti royal power and Adinkra philosophical wisdom,None,Active,4,5
TG-37087,Adinkra Printed Cloth,Adinkra Printed Cloth,Ghana,West Africa,Ashanti,Wrap Skirt,Religious,Contemporary,,Velvet,Knotted pile,,"Gold, Red",Durbar Festival,Islamic modesty and geometric pattern,Umbrella,Arctic Tundra,Ashanti royal power and Adinkra philosophical wisdom,,Endangered,1,10
TG-37088,Enkarewa Cape,Enkarewa Cape,Kenya,East Africa,Maasai,Vest,Headwear,Victorian,Cotton,Cotton lining,Block printing,Sequin applique,"Red, White, Royal Blue",Eunoto Coming-of-Age,Animist spirit world connection,Cowhide shield,Island Maritime,Moran warrior identity and Maasai age-grade social order,Medium,Endangered,8,3
TG-37089,Shuka Blanket,Shuka Blanket,Kenya,East Africa,,Shawl,Headwear,Ottoman Era,Sheepskin,Sheepskin,Naalbinding,Tibetan couching,"Royal Blue, Red, Green",Lion Hunt,Islamic modesty and geometric pattern,Ochre body paint,Hot Desert,Moran warrior identity and Maasai age-grade social order,None,Active,1,6
TG-37090,Warrior Ochre Wrap,Warrior Ochre Wrap,Kenya,East Africa,Maasai,Warrior Attire,Outerwear,Timurid Era,Cotton,Sheepskin,Resist dyeing,,"Green, Red, White",Enkiama Wedding,Buddhist merit and dharma symbolism,Cowhide shield,N/A,Moran warrior identity and Maasai age-grade social order,Very High,Endangered,3,3
