likes,shares,comments,views,watch_time_sec,caption_length,hashtags,posting_hour,creator_followers,popularity_score
7333,1026,74,75120,41.44,24,11,2,342636,38.06
15997,1563,1540,432398,102.36,47,11,18,597343,23.92
68333,5985,2260,357207,83.71,90,14,3,9531736,68.13
19708,1963,1553,847402,72.71,22,19,1,8988517,15.61
47245,20035,1161,747703,92.15,135,1,18,6056049,49.81
52565,9726,8264,191165,72.14,199,0,13,5936874,100.0
230338,12366,39340,830894,63.64,144,0,17,560234,100.0
38210,18432,4383,835707,39.97,133,13,11,5087171,39.13
47720,20982,9301,183602,33.23,176,14,7,3042525,100.0
211811,15140,36809,956362,21.78,84,9,17,8736212,91.17
30009,576,5541,351219,77.7,92,12,4,9577348,38.33
12493,2585,1611,425134,117.57,143,14,3,3197643,26.56
16416,4033,1005,192740,29.26,94,0,12,5084055,44.8
47439,22543,7006,316973,37.08,126,20,2,8737837,100.0
14018,404,1694,889147,111.36,102,14,12,6428679,16.17
7564,1345,1479,452947,45.44,72,15,13,3732572,13.3
55954,6980,1122,201414,109.49,52,6,23,1823233,100.0
204208,44724,7370,801509,64.61,66,11,7,1976220,100.0
56125,9109,6391,313269,18.51,194,12,5,9962841,82.06
117232,51964,1798,623660,11.66,143,17,6,3841978,100.0
6143,1584,1000,99352,51.99,114,15,20,3118958,41.06
120231,43791,21468,721752,91.16,111,17,21,7861136,100.0
9901,165,532,324937,29.02,113,1,10,3204958,10.73
24752,5246,1569,502625,35.76,93,11,13,9251602,26.2
1041,446,141,18388,84.34,31,8,16,708566,49.76
22792,4436,3072,263319,15.45,38,5,19,3953232,44.45
13242,2024,577,255755,7.52,56,13,2,7989100,20.71
48666,5262,2379,880090,55.35,111,20,3,8181907,24.6
69685,835,3334,763625,119.07,185,14,6,3811470,34.53
42988,20876,664,204632,8.34,116,7,7,5572036,100.0
110036,18414,17314,578185,24.78,154,9,9,5184946,94.85
41501,14236,8148,184808,19.73,97,4,3,1997841,100.0
30814,7964,5177,270889,56.85,140,4,23,3410424,72.17
189744,23405,20560,862577,88.16,97,10,12,74341,97.82
229040,107373,20220,774420,98.15,88,7,3,9137378,100.0
21310,1487,2573,188860,32.79,129,13,22,8906064,43.94
48443,8705,6621,362749,83.53,186,3,5,8520907,72.75
14444,3057,551,529843,44.93,191,19,20,4936716,16.49
2071,660,234,150946,100.68,80,10,0,1308274,18.35
14177,2896,502,955732,12.58,104,1,6,9422876,7.65
12423,3567,1792,776179,55.0,23,14,17,1620354,15.03
26440,12270,5193,751259,104.21,22,0,18,9003090,38.98
211111,22747,25804,751835,52.37,58,8,15,8925912,100.0
16396,412,1545,480374,29.72,100,5,16,2604779,13.07
11439,4839,949,64505,78.33,56,1,1,7616985,100.0
19862,9754,1201,110540,87.46,73,5,6,1085168,100.0
13644,4636,615,760237,8.25,18,6,22,6379892,11.12
164793,59870,6437,617871,59.13,138,17,19,1642720,100.0
6159,194,981,563412,60.9,12,19,12,241533,9.93
216755,60331,11468,766865,114.98,123,2,18,8538787,100.0
59935,29807,5308,317522,54.69,48,14,5,3305463,100.0
754,205,55,32913,37.29,169,9,0,1996873,15.79
31450,5844,2505,236622,38.92,64,1,18,7326227,63.11
119455,35183,22860,997654,86.79,186,6,15,8491087,85.08
40650,16976,634,208278,23.65,132,16,15,4336190,100.0
200956,91991,2591,749327,58.8,84,15,10,9839531,100.0
65812,11175,10466,671192,57.74,53,14,14,3218453,53.73
724,252,26,56599,55.5,169,2,16,7082525,12.91
104578,12271,17360,378367,114.64,101,14,14,1991432,100.0
8341,4037,1616,32848,26.65,28,10,15,69101,100.0
50649,14126,7595,240487,81.28,6,4,5,3466986,100.0
177619,80233,22291,816630,83.5,123,4,2,3290825,100.0
93303,15739,13738,498769,6.16,104,11,21,6333668,90.24
54260,2120,2725,220289,37.7,36,8,23,7643641,71.93
159689,76810,19526,735546,95.42,112,4,13,3506463,100.0
201472,91051,40222,864844,101.61,15,7,18,7561876,100.0
221828,48972,7657,926671,74.92,131,11,9,9209400,100.0
7265,565,680,592321,94.16,53,17,14,7207203,13.68
87312,7211,8908,508792,69.19,71,2,7,7323516,68.54
142791,17355,19023,606414,2.35,58,14,18,8731864,99.47
52867,15788,9668,738220,19.93,21,13,20,4913365,47.52
39907,5376,4982,575849,15.26,41,14,18,5773278,31.21
61822,19584,10811,285456,30.46,149,13,22,9095966,100.0
80581,39030,6452,509333,24.52,161,5,0,1890730,100.0
6471,1046,761,360576,66.28,194,8,17,3942216,14.7
63424,20775,8675,292794,37.52,116,0,13,9083502,100.0
48500,16188,9095,371176,97.83,61,2,7,9599978,97.91
22652,8004,4391,369130,36.99,109,0,19,3402369,46.58
25421,1487,3784,633832,21.79,103,17,15,29709,17.02
37650,5918,3119,682232,79.24,157,1,14,3258079,31.06
27556,12632,1265,706222,20.92,136,16,4,5546653,29.13
51666,16449,892,324646,26.54,5,2,8,1378808,87.21
9306,1005,228,148019,51.14,168,19,1,7214117,25.63
174863,21722,17115,621966,113.32,18,9,22,112641,100.0
101469,38141,1060,990333,81.61,107,16,1,3547032,67.97
171083,51535,27083,916333,101.25,9,15,3,7929990,100.0
5519,2230,779,31778,105.7,116,10,13,6515724,100.0
18856,1649,3260,237391,107.55,56,11,22,547997,43.89
49365,3698,1402,722055,119.42,175,16,19,1105499,32.19
141121,40286,3540,586797,109.73,42,6,6,777628,100.0
215663,66028,26438,867382,12.69,69,15,19,7983492,100.0
127243,42252,12150,640113,28.74,186,19,18,57422,100.0
76045,10436,1350,439461,14.39,17,3,8,7188627,62.1
75692,3569,13178,268746,114.55,153,12,1,2562255,100.0
187677,86406,17544,742012,42.21,177,17,1,6700731,100.0
10369,3137,1810,112247,51.62,198,5,8,2793964,63.68
45626,1538,5408,169130,11.19,87,2,4,6159297,88.15
7083,1692,423,198919,31.93,117,11,12,239259,20.42
58106,6828,8536,420028,91.01,11,19,22,2590068,68.27
60009,19975,2291,426839,94.57,198,14,12,9120097,88.4
5184,2107,52,58226,45.93,71,7,3,9177801,59.25
13703,4094,2008,703585,74.12,100,13,22,1092543,19.27
65446,8419,9674,895403,8.91,196,12,5,7599306,33.01
14680,5997,807,540804,76.44,6,12,23,1640838,25.28
127315,22455,9747,682092,40.86,80,11,17,4798851,85.05
37042,17871,1968,332029,30.27,66,11,18,6308379,83.61
16386,4902,832,693785,110.63,43,15,0,2511185,23.75
115840,40602,15344,433968,52.05,183,10,21,5493203,100.0
104948,48268,19744,847853,6.93,180,9,1,5057936,99.84
189661,39425,9852,759765,31.74,28,13,10,797545,100.0
37178,9140,7102,258549,111.97,10,13,15,8657942,95.91
6650,1648,781,86921,11.81,198,10,17,371264,42.18
5244,1518,581,80451,12.7,123,6,23,4689099,38.59
139628,25942,5152,476312,31.91,75,9,19,4839214,100.0
42093,15959,5441,156412,99.94,54,8,9,7682140,100.0
41984,14287,1751,709963,106.58,187,17,14,5422151,44.46
10484,4611,568,111226,78.2,48,5,12,707101,71.96
8871,241,145,95844,54.18,13,9,19,9361929,27.58
109784,51847,20839,403290,72.93,131,19,22,5200254,100.0
22552,958,2199,941835,21.41,93,12,18,1964758,9.7
83475,25047,13797,332061,97.83,76,11,4,901930,100.0
40025,19533,3450,524638,101.57,83,9,1,168392,67.58
77671,8198,11620,428540,31.48,72,19,8,5802492,78.86
66622,10999,9690,726578,111.14,34,10,8,6509023,54.59
109423,40349,7462,478798,22.29,55,1,22,9460221,100.0
9797,2525,1942,271899,12.34,72,0,20,8724958,23.08
125140,21308,2660,531891,71.59,56,11,5,8988961,98.03
205733,95276,20245,686948,38.95,125,13,10,8576738,100.0
96377,14976,18764,412230,10.05,125,15,0,7746735,100.0
11577,4945,135,142866,43.59,176,1,0,6813614,55.89
12135,5898,1845,98225,13.29,83,8,22,9887627,100.0
6184,110,800,381345,88.67,27,6,5,1342093,13.97
15890,3419,280,563094,20.21,49,12,22,9196626,14.11
27052,1632,339,233411,36.14,132,5,12,7551002,34.87
4236,388,822,25715,38.22,160,18,0,1201324,75.83
259492,57909,22977,883180,15.32,135,18,15,1810651,100.0
177416,74194,5287,859056,62.32,81,6,21,8274825,100.0
5206,244,774,22489,85.54,89,14,9,8923809,91.51
168003,50906,3661,748503,34.02,106,8,23,9480756,100.0
17124,4079,2133,487424,56.0,43,4,8,3091106,24.28
15444,4727,2180,464984,4.94,20,17,11,1678453,20.82
16982,8130,2858,358788,2.21,52,12,6,2674123,38.32
225880,54085,21277,821951,10.39,15,20,20,1585858,100.0
5582,1776,674,41201,103.26,57,7,23,439074,92.8
100061,37000,16784,499689,108.81,93,5,13,8113562,100.0
22634,6389,1678,260913,34.99,41,0,12,1776823,50.16
1840,302,68,179780,89.64,74,14,22,8124126,12.97
151543,65933,1953,736322,70.98,64,10,9,1372833,100.0
102324,14063,19185,724059,61.84,77,1,12,1452512,73.74
118525,32659,5630,886535,29.27,37,10,6,8633341,71.27
32692,2597,5945,149765,56.69,57,12,15,2557586,96.44
58062,19590,9304,402436,111.28,78,13,1,335910,100.0
69812,25073,13647,384781,100.0,132,10,17,3344049,100.0
129346,47776,19353,610214,63.92,167,7,7,6753608,100.0
36745,2398,6287,506052,59.46,15,8,18,9043335,34.52
262737,33657,15279,993591,99.17,159,5,5,8819990,100.0
96955,5049,1154,858748,64.91,62,7,8,3021278,35.96
13494,5135,2261,238088,15.39,81,0,11,2875317,41.56
35791,14369,5261,135203,16.37,102,12,1,3373580,100.0
116178,31046,13497,397698,84.47,12,19,10,9024853,100.0
25198,11704,3458,116379,58.37,155,11,23,4308176,100.0
152293,55527,1962,918953,9.88,107,5,21,5197820,96.16
45476,841,1615,489089,63.96,49,13,3,2716622,29.19
34962,14193,6063,503735,51.24,53,8,19,859590,56.21
134135,41235,16831,548988,42.44,181,16,14,9014570,100.0
53060,10239,2589,405100,80.8,179,13,0,2395890,64.34
86547,7304,14077,370176,86.71,190,15,8,9482935,100.0
180573,64299,23529,644981,94.38,114,0,23,944231,100.0
241493,77649,37020,990150,63.84,167,4,14,3004540,100.0
11730,2158,912,664110,114.2,17,15,3,9262207,19.23
162524,7604,27718,628377,84.37,99,17,8,2869695,100.0
111036,29734,5116,419284,17.89,183,16,0,931841,100.0
185513,42063,19372,654405,48.35,71,11,17,1362132,100.0
108175,19069,19819,498063,86.99,52,20,9,6784109,100.0
73148,31860,9956,293011,21.72,86,9,19,6380288,100.0
52191,3604,2186,247442,48.21,165,13,9,4318054,68.2
183959,75302,26862,681431,71.85,176,18,3,4082828,100.0
122592,24218,22158,760275,68.34,175,19,17,524665,92.8
73043,7976,6684,642748,35.19,25,17,21,9602419,46.46
44263,6091,3881,594359,10.12,98,7,16,1671068,31.05
10119,1555,758,58191,111.63,180,5,5,3761667,82.43
177743,14177,34192,939192,96.6,33,0,0,814993,89.91
1187,19,169,76604,57.3,164,12,21,7318410,10.73
12103,1853,1026,975911,37.65,5,13,18,8043377,8.93
103138,4010,1130,357786,56.16,137,3,5,8192402,76.85
36072,16742,2928,234981,91.24,25,10,6,3020453,100.0
66974,32510,2639,298217,68.41,177,3,2,9708757,100.0
152371,49146,14247,512375,29.35,132,19,0,6954348,100.0
106725,14788,17946,889649,67.01,100,11,1,9801094,62.44
35980,2319,359,284778,83.82,80,2,22,6176109,42.74
8947,1448,152,169778,101.91,117,5,18,7614229,29.93
73467,8080,14445,403110,97.94,52,11,16,7574958,93.16
24480,10671,602,660846,43.78,120,17,7,5354074,28.62
11029,3529,241,66939,44.75,51,15,18,9018547,92.85
181458,84954,35781,684127,67.54,197,14,8,5082930,100.0
33931,6373,1514,161413,42.46,133,11,15,3372051,92.81
83532,37764,3334,572830,6.91,46,17,20,3685801,100.0
47571,4241,5967,945299,3.26,148,13,17,8962893,19.61
84507,10181,16198,753772,118.36,158,13,3,1821908,63.88
95013,29753,6712,957359,56.66,127,8,22,879033,61.85
4928,440,316,447503,72.3,88,8,20,6797367,10.95
142941,51888,2652,630087,84.96,85,16,21,2624130,100.0
23442,5507,2029,86068,96.56,198,14,4,7564442,100.0
56396,10722,597,241908,89.46,174,13,13,3495213,100.0
57924,5125,5696,530588,22.63,110,11,17,9087813,41.81
137452,48852,13375,668560,114.2,74,1,7,6490266,100.0
92438,24669,11004,900541,38.6,95,7,13,2276711,60.95
37820,18292,2414,418450,53.31,72,10,15,2269552,71.45
61430,3431,5655,547591,86.62,191,0,21,8777689,45.11
86159,12427,16928,738588,27.09,30,3,11,7248804,60.05
100674,20372,3424,928311,49.16,80,16,9,3155138,51.32
176204,6852,2482,896132,47.7,179,17,12,9861304,53.82
161410,26714,2011,737567,21.76,131,5,6,3205722,84.21
89854,6667,11563,816971,42.94,168,18,21,4122629,45.07
31797,8893,5511,189817,8.51,146,8,16,6207447,100.0
47473,12012,6673,656278,105.73,107,14,16,5655913,50.97
245151,36673,19738,976665,58.53,69,8,8,7551767,100.0
10448,4102,917,898515,113.1,125,18,3,6883504,18.97
144709,37343,10015,503858,65.4,15,3,18,9333451,100.0
39414,15565,4793,339479,72.68,46,9,11,8629991,86.93
2525,612,231,20652,57.78,156,15,4,4428991,68.25
133412,52109,3108,468538,30.65,30,5,19,8628753,100.0
515,254,72,17790,26.52,30,8,2,6873097,25.75
111322,48139,7399,695054,100.11,163,19,22,156898,100.0
48277,23229,7628,266556,56.92,30,18,7,3015724,100.0
17231,742,204,72138,35.9,43,0,22,4846215,63.77
19342,3333,3331,423362,38.27,194,11,10,3806164,26.74
24194,7830,2976,235892,49.12,137,11,2,1835897,68.08
103250,21560,9912,601835,68.02,142,9,11,5609621,89.29
62047,18140,8032,361825,118.41,135,6,12,189629,100.0
32271,13806,5392,460609,68.42,34,0,11,6765801,59.61
104638,2294,17880,421654,56.32,76,9,16,9157877,92.51
29762,11259,3064,104302,94.13,114,1,1,7556228,100.0
238233,94460,3856,927496,81.61,92,20,20,2820341,100.0
38717,1323,1102,255579,32.26,94,11,18,430573,41.93
115310,56690,20642,392746,67.86,160,6,14,3560013,100.0
113810,33729,10689,899679,65.04,160,18,18,2052016,78.2
115418,8523,5831,586096,77.04,200,5,8,3195361,69.09
165161,40778,8156,903021,87.59,166,7,16,6806309,97.27
220604,103919,39726,762070,101.46,124,15,2,8503456,100.0
63032,26409,713,386829,25.73,13,6,19,2878720,100.0
78149,10707,9236,368863,90.75,147,16,11,1388270,99.25
80895,22206,14435,279075,110.41,181,15,20,4224627,100.0
15670,3054,1968,906451,75.9,149,4,21,9764265,16.04
15076,153,1034,273047,76.59,184,7,4,694595,22.1
63994,28913,2015,292173,93.45,74,4,11,7737346,100.0
122357,54486,4246,513714,98.4,143,11,8,2096840,100.0
54113,18553,5142,578514,57.11,131,16,2,1828752,63.15
122250,51231,22026,702496,75.63,69,17,5,713373,100.0
38477,17335,1255,187073,32.28,15,2,18,5779987,100.0
184626,86555,26017,804543,80.54,165,4,1,5919424,100.0
87181,35611,17262,296734,117.0,116,3,9,3361271,100.0
88021,23907,7125,431726,21.0,43,11,8,7777526,100.0
86662,34960,15615,347342,41.99,36,2,21,1522822,100.0
6266,637,1115,35003,23.58,11,19,12,1427540,80.25
82184,3869,13811,330140,117.16,22,2,17,3506942,100.0
37426,10926,973,732313,61.91,77,18,17,168708,32.33
149421,49399,28942,518290,6.23,82,14,11,4193665,100.0
21187,7749,3149,860860,42.32,128,19,19,9920900,20.9
64098,18510,11416,917117,17.02,19,2,1,7952662,45.2
79351,33760,9963,350953,7.01,19,3,3,5931376,100.0
67378,6591,4177,614621,19.01,194,2,14,7128587,39.65
826,235,82,50419,32.73,8,17,19,3570387,12.43
60855,19624,4798,600134,99.06,149,19,23,6379509,68.88
116977,16098,14867,677778,105.74,183,1,14,3399876,85.29
22475,1629,2918,434517,94.47,134,4,19,3914397,28.58
21044,4956,1732,778528,101.58,60,14,6,4229044,23.6
180573,44938,35154,628179,106.38,67,20,23,8391787,100.0
7016,1423,528,653500,81.39,113,4,18,4651743,13.07
54833,7700,6244,745781,65.96,62,10,16,7189743,37.9
15850,341,799,277156,53.84,178,4,8,5516652,20.21
58996,24997,8036,348585,11.78,133,1,15,9652035,100.0
57784,28304,8948,601000,38.21,153,16,5,3391776,81.31
32839,9173,5340,147565,33.54,51,17,12,710921,100.0
6104,1985,1031,379078,119.4,184,14,5,7643290,22.44
28107,10487,3935,144089,53.0,199,20,22,8801019,100.0
188404,70860,11961,745780,52.97,35,1,15,8851989,100.0
26178,6373,511,679631,13.2,114,12,15,2634294,18.96
8204,251,494,113235,70.4,158,8,4,6836892,27.02
15340,5380,1968,519622,71.41,169,9,19,8648479,26.24
13371,3899,1669,109267,22.45,193,20,14,2320408,73.86
145253,61624,7125,636818,105.32,116,6,7,6814326,100.0
75123,20648,1210,371228,82.74,117,8,18,8273417,100.0
122717,42061,2656,982762,3.38,173,18,3,8300605,70.14
49416,18594,7127,204796,5.32,128,8,23,5892212,100.0
2214,486,385,50546,57.05,145,3,0,7097163,29.79
9682,818,439,617123,114.12,130,10,8,3602339,16.41
34473,15569,1560,334541,34.22,188,14,23,9890331,74.07
50519,21269,9237,892354,18.27,40,14,13,7807813,44.75
245487,94005,15490,843932,94.55,114,6,3,8079654,100.0
10512,5146,234,76540,75.9,25,20,3,5502528,100.0
23928,5112,323,187686,79.73,12,0,14,7931106,62.0
59435,20547,10631,251516,26.5,175,10,6,255316,100.0
56876,14568,7375,581581,96.83,31,17,1,787539,63.8
191090,11929,33675,957768,73.97,31,0,1,3360791,86.13
124826,6846,8192,793187,86.26,110,8,13,639502,56.48
96798,24361,18889,877558,73.85,88,2,14,6426930,73.35
149491,38945,26750,913122,47.52,38,11,8,4778720,100.0
128738,24332,14572,736304,91.36,46,19,1,8483351,91.99
39742,16242,1679,231098,94.6,180,7,19,6431313,100.0
12615,1498,1999,470408,82.63,6,13,5,9629319,20.0
130707,39058,10799,525084,44.66,138,18,21,5546800,100.0
257468,74896,41864,883418,68.22,27,19,16,2715910,100.0
55,27,4,2940,77.69,147,0,15,9989552,21.71
28676,7182,1106,169120,112.26,168,6,4,9278220,92.51
151483,62441,10409,813175,117.44,195,15,9,151169,100.0
5430,857,835,453480,44.79,48,13,15,2643186,10.14
9083,2501,1408,281588,13.54,161,2,4,2121377,20.44
62435,2017,2261,310246,90.97,49,14,7,2411081,61.31
68602,34269,7434,300796,72.56,68,7,13,6157003,100.0
138333,30864,14373,777377,17.05,70,1,4,7847691,90.86
215758,73255,37186,796810,84.92,18,16,15,9946272,100.0
861,125,160,11404,43.15,77,18,10,3186417,40.9
10677,1322,1568,129456,17.78,116,0,4,7001717,37.57
34193,11516,3784,149240,47.93,118,15,1,7279112,100.0
171518,24754,23612,833031,60.8,96,20,18,4254667,98.23
22438,4233,2825,82705,74.56,109,11,8,6103196,100.0
86092,25854,15165,976358,6.22,188,6,8,291810,56.39
37636,11747,2251,902888,36.42,105,18,5,7551500,26.86
17245,228,2846,125067,4.37,126,5,22,758582,46.9
88402,4113,16939,862071,67.53,64,1,16,8558426,46.77
34642,5431,6055,135321,84.66,102,15,21,1508137,100.0
108401,37807,7507,423552,39.07,27,12,10,590567,100.0
84564,37094,6581,709306,92.87,180,18,14,4799631,92.39
166416,27586,11877,645256,49.72,63,12,6,6642728,100.0
29326,9367,3269,668387,95.33,134,17,0,905228,35.99
60427,14151,7076,551559,55.86,37,12,12,8894006,62.78
150497,60960,7556,534055,91.65,61,16,3,2515284,100.0
79787,19482,13380,297218,66.65,71,11,15,9713937,100.0
119456,15963,20790,900054,69.65,149,2,4,9007485,68.57
4992,1485,321,60402,6.93,67,5,17,2520417,45.79
54249,8240,8163,405503,31.4,197,2,22,4681111,65.31
48975,21481,2181,341956,112.71,39,13,6,84168,100.0
29900,8787,5336,218464,56.14,134,6,18,1944906,91.53
132306,32192,18053,779189,61.5,145,17,1,7469057,98.8
3401,391,103,51564,110.13,21,15,6,4452324,33.28
20503,7411,3979,256020,78.21,199,13,4,5988297,64.44
238680,117469,46891,874984,109.7,68,10,0,6034191,100.0
25803,9230,704,128557,24.26,164,12,8,6375860,100.0
86276,42295,16924,567307,75.75,91,13,19,1601385,100.0
62223,19494,3359,761595,52.41,21,6,7,6162296,50.49
80052,16293,13350,837711,56.54,160,7,3,452535,56.17
103531,15313,11009,954705,78.67,67,14,19,4152594,54.24
44917,1410,7963,255957,36.82,19,1,7,1021401,67.62
96072,46850,13606,528938,112.4,27,1,16,6560594,100.0
7768,2374,861,153606,68.81,140,20,17,718262,36.65
128518,19963,21892,474748,82.26,69,4,22,3240890,100.0
110967,23971,12752,546480,68.36,124,3,6,5508346,100.0
64552,1094,7332,781066,2.81,176,8,16,6071132,25.25
7786,2499,641,92587,49.59,159,15,12,2417461,53.96
63641,19484,711,354973,35.99,11,7,20,6606453,95.85
51123,18494,2896,799351,116.33,194,12,16,9747155,50.28
144881,48458,3873,740484,11.69,189,19,17,2728889,100.0
111660,7749,3178,849724,110.11,99,18,20,3422425,49.22
19682,2251,1419,78214,19.83,20,20,13,4050608,94.7
104500,2064,20613,543686,44.8,12,2,23,7179760,75.15
58909,12961,4756,323095,28.28,88,17,2,5889645,90.45
42857,8987,1343,594943,16.35,160,8,13,4047304,32.84
36859,7805,5667,714317,68.94,8,19,2,7973566,34.09
12276,310,399,271430,13.99,58,20,12,4554020,12.69
201258,48502,34649,711717,106.19,177,7,21,9681464,100.0
26190,3579,1587,369342,16.96,60,15,23,8277525,28.79
76939,7281,11916,482458,96.59,49,18,18,9772954,75.17
2998,1285,366,36721,60.44,12,3,21,5263396,64.84
127685,42802,3959,676258,28.0,170,20,5,8245843,100.0
95430,43710,19037,381646,24.14,77,4,9,8553266,100.0
14463,1626,1593,426060,112.56,105,15,14,4836542,24.67
58447,6836,8072,348774,70.74,5,17,20,9604190,77.55
32347,13440,5496,349764,44.42,173,0,5,9287471,73.15
74319,12587,4140,372715,89.88,82,12,18,5220965,90.97
7996,438,634,275119,93.55,61,14,10,6436159,18.49
118493,30647,10617,697868,100.24,96,7,6,1427995,99.31
12498,1889,2153,909723,108.49,127,12,17,8327440,17.45
10659,1610,534,501165,16.42,169,9,11,4371014,9.91
220185,36828,22356,786572,85.79,97,9,9,3150087,100.0
85248,1481,8984,573555,33.69,12,6,0,5714911,47.43
246837,79309,28278,849061,115.57,77,1,16,4189929,100.0
188452,40946,17244,869532,60.24,156,7,11,4415830,100.0
608,152,13,50410,35.4,121,7,4,5047478,9.16
205074,96578,12646,995119,18.0,150,8,7,743525,100.0
8130,3450,354,88637,82.29,40,9,15,9463918,68.49
2001,877,63,157325,4.64,52,8,6,9743262,8.88
93436,9973,1614,602911,31.78,139,13,2,2604549,52.72
100381,26499,2394,624242,71.57,137,2,20,2189167,84.64
42453,20100,2699,182659,100.11,96,0,12,9141622,100.0
94889,27876,10849,326618,110.56,65,13,11,4939076,100.0
15500,5375,1577,360451,115.94,147,4,4,9251390,38.39
125770,43779,2383,460427,64.23,8,8,7,1431053,100.0
26869,9787,5303,144035,10.68,71,14,11,7875159,100.0
210252,30410,23141,702235,3.32,146,17,10,1752681,100.0
9771,2154,1499,47408,18.5,168,12,16,9950628,100.0
20163,5455,2820,882908,46.63,112,0,20,2506311,17.8
50546,13124,2097,286735,64.24,43,9,8,5241993,92.94
104066,1482,18308,500285,87.52,15,0,16,3886199,80.76
81230,8758,13761,789214,67.6,89,0,0,8427637,51.52
60338,11736,8841,599830,20.86,83,6,12,5541672,52.82
30760,15349,3363,350546,36.39,126,15,8,7543975,72.17
59174,15536,6902,218294,110.06,85,20,1,8294933,100.0
106717,10762,763,653379,77.84,95,16,18,1585480,57.8
15015,4830,1624,63708,92.54,26,13,16,6553421,100.0
27305,9211,1327,104802,38.06,143,0,2,8841364,100.0
149969,35353,24646,674504,9.39,33,9,15,9663112,100.0
75964,20746,13685,686296,61.09,145,19,14,9203913,73.43
16272,5494,193,221829,16.87,161,16,9,3505030,41.78
13027,1514,196,467806,12.85,138,16,22,5369376,10.41
3533,1708,484,19639,23.17,172,16,8,3723460,100.0
85893,30577,9076,590758,9.7,28,1,19,4625118,93.33
22135,359,551,216455,114.98,128,7,14,2824359,35.52
139532,13890,7226,792702,35.55,25,10,17,1291205,63.12
219572,11798,25862,780058,81.03,191,4,13,7132316,100.0
3643,1359,211,37415,42.71,169,20,23,8482323,64.29
43174,9427,3107,324483,27.42,196,4,1,8116854,65.59
120085,1921,15468,802004,116.27,129,12,21,7716414,58.43
16546,4862,1094,427500,36.12,114,10,5,3627664,24.65
180438,53334,1668,694368,108.01,73,11,19,5402947,100.0
110537,3987,20507,949949,97.59,78,2,9,1573536,53.42
62427,3490,8783,286511,81.16,98,14,0,6331976,86.87
73993,4113,10801,542474,17.82,157,5,16,1431199,51.58
44936,4479,7415,197000,54.1,199,7,23,1864551,100.0
20415,10035,428,282253,113.42,147,14,4,1820278,62.5
57275,17609,2820,459380,118.0,34,18,9,8573354,79.67
140855,10872,26165,672494,33.07,138,5,17,7926673,90.54
19835,6607,398,929955,116.67,158,14,23,2738480,23.36
119396,5471,15184,519578,43.01,82,0,14,5888035,82.71
6757,2751,219,310371,57.67,180,14,9,6526906,19.51
1141,84,100,95655,90.96,65,8,7,9184929,13.14
12721,6042,215,378427,8.44,109,20,23,8861401,23.96
19156,3685,450,282618,30.3,62,13,6,1557403,30.82
68329,14633,6479,682949,12.57,127,12,16,6807830,49.81
167967,14953,10574,615311,55.46,192,19,6,2098675,97.33
92,7,5,7844,43.48,90,16,4,3115760,8.06
9860,3614,378,152676,81.95,42,10,21,1460811,46.64
91283,25093,12201,873602,97.16,110,11,2,8389128,69.81
43653,16734,1582,188594,16.32,165,7,7,1810964,100.0
137440,36488,6136,987582,57.17,38,20,14,8928309,75.16
34610,14648,2125,226754,20.02,114,16,20,6478549,100.0
3264,489,524,47121,80.57,52,13,6,6002754,40.63
75714,7946,9291,374719,20.19,155,8,15,2438068,82.23
34134,2417,2465,530048,46.84,82,9,4,8767627,25.61
14831,375,1295,899800,42.33,198,12,18,6865349,9.03
57140,20212,11303,305671,91.02,159,17,10,855479,100.0
170278,34043,24940,713340,103.86,29,8,11,925086,100.0
43366,7755,7175,222686,37.47,87,3,9,1583924,100.0
115095,36486,11182,810074,35.38,134,16,2,510180,87.35
108893,31423,6446,612379,84.34,89,17,19,6190800,100.0
15400,2593,243,60609,76.4,81,2,21,5553608,100.0
16339,5246,1938,211599,21.59,149,2,21,2786852,49.26
27879,7706,2651,127425,33.07,192,17,16,3977744,100.0
35247,13584,422,582535,16.04,189,13,20,5253797,37.57
146876,69773,4334,768528,65.04,119,20,9,7691293,100.0
149262,17442,14395,730378,17.38,38,11,17,8904476,81.27
222775,77092,34630,991945,72.0,108,17,10,1251282,100.0
192753,92655,27803,996561,88.59,26,15,1,336649,100.0
10550,3949,1018,124052,23.38,184,0,16,7355741,57.33
107476,38555,13897,994606,95.34,100,0,17,4221057,80.39
23513,1291,4624,564749,116.16,80,4,20,6693065,28.37
199438,17274,2947,906766,28.58,197,2,19,721167,68.33
81641,3107,3418,512333,2.37,134,4,5,424412,43.18
16714,2606,105,157313,48.39,93,11,23,9103774,43.15
30574,9859,5697,215124,3.13,157,1,17,6941333,94.43
196189,51670,1165,654143,73.26,124,4,22,4117187,100.0
77558,27075,5250,318144,72.62,120,16,3,9375112,100.0
71637,11661,11339,311041,54.27,98,8,17,8053393,100.0
78663,13744,11939,311762,8.12,185,10,0,1245361,100.0
123291,51913,21740,541383,83.97,23,8,7,2798104,100.0
28041,6018,4767,285116,9.01,82,1,4,7984828,54.22
33002,16271,5247,768184,5.75,40,17,23,393041,35.47
66311,7440,3584,867750,105.31,144,6,21,1578681,37.49
217609,102956,16725,860598,85.73,59,8,2,3900801,100.0
17777,6687,328,241710,119.45,148,1,19,3787599,55.34
28288,5063,3979,311096,89.81,145,0,20,504851,53.03
