transaction_id,year,month,quarter,country,iso3_code,region,platform,game_edition,sales_channel,retailer,units_sold,gross_revenue_usd,average_selling_price_usd,discount_percentage,digital_sales_percentage,physical_sales_percentage,new_customers,returning_customers,estimated_active_players,peak_concurrent_players,online_players,story_mode_players,gta_online_players,dlc_revenue_usd,shark_card_revenue_usd,average_playtime_hours,average_session_length_minutes,holiday_season,major_sale_event,marketing_campaign,customer_rating,review_count,refund_rate_percentage,currency,exchange_rate_to_usd,internet_penetration_percentage,gaming_market_size,population_millions,gdp_per_capita_usd,release_phase,weekend_sales_percentage,weekday_sales_percentage,season,special_event,top_game_category,platform_generation
GTA5-111295,2023,6,2,Vietnam,VNM,Asia,PS4,Standard Edition,Digital,Rockstar Games Launcher,1139,11162.2,9.8,34.6,64.2,35.8,398,741,35904,2788,22454,13450,22454,6611.31,23781.4,14.0,46.0,0,Steam Summer Sale,1,4.58,9,1.95,VND,24291.9846,98.0,20.9,100.86,3808.66,Legacy,44.1,55.9,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111396,2023,7,3,Algeria,DZA,Africa,PC,Premium Edition,Digital,PlayStation Store,450,3906.0,8.68,42.1,86.4,13.6,159,291,19955,1310,12281,7674,12281,10431.39,24571.04,13.5,49.9,0,Steam Summer Sale,1,4.52,5,2.49,DZD,135.1754,98.0,6.23,42.63,6523.75,Legacy,49.7,50.3,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111417,2023,7,3,Argentina,ARG,South America,PS4,Standard Edition,Digital,Steam,577,3086.95,5.35,64.3,71.0,29.0,185,392,32129,1973,23091,9038,23091,12970.11,37360.44,16.4,43.7,0,Steam Summer Sale,1,4.6,14,3.53,ARS,345.0576,98.0,28.86,47.11,15953.38,Legacy,47.7,52.3,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111329,2023,7,3,Argentina,ARG,South America,Xbox One,Standard Edition,Digital,Microsoft Store,533,3725.67,6.99,53.4,65.3,34.7,192,341,22215,1751,13449,8766,13449,8103.64,21940.02,14.6,47.1,0,Steam Summer Sale,1,4.66,9,2.19,ARS,352.7671,98.0,28.82,47.11,15930.01,Legacy,46.5,53.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111360,2023,7,3,Armenia,ARM,Asia,PC,Standard Edition,Digital,Steam,301,2299.64,7.64,49.0,90.0,10.0,99,202,7145,429,3974,3171,3974,2520.71,6417.39,12.9,37.0,0,Steam Summer Sale,1,4.4,8,1.85,AMD,410.8421,98.0,0.24,3.25,5665.68,Legacy,41.7,58.3,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111378,2023,7,3,Australia,AUS,Oceania,PS4,Legacy Edition,Digital,Microsoft Store,2329,15604.3,6.7,55.3,67.9,32.1,757,1572,98878,5233,62902,35976,62902,21811.84,82690.16,15.2,42.2,0,Steam Summer Sale,1,4.6,34,5.41,AUD,1.5299,98.0,273.36,25.8,73578.52,Legacy,48.5,51.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111399,2023,7,3,Austria,AUT,Europe,Xbox Series X|S,Standard Edition,Digital,PlayStation Store,613,5124.68,8.36,44.2,70.0,30.0,184,429,25283,1506,14884,10399,14884,14282.27,29191.19,17.5,48.0,0,Steam Summer Sale,1,4.57,4,2.36,EUR,0.9007,98.0,27.51,9.53,53062.04,Growth,38.0,62.0,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111386,2023,7,3,Azerbaijan,AZE,Asia,Xbox Series X|S,Standard Edition,Digital,Steam,323,2813.33,8.71,41.9,73.0,27.0,100,223,11671,1045,6653,5018,6653,2338.28,8010.06,12.4,39.6,0,Steam Summer Sale,1,4.45,9,4.11,AZN,1.693,98.0,1.92,10.66,9396.97,Growth,43.3,56.7,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111408,2023,7,3,Bahrain,BHR,Asia,Xbox One,Standard Edition,Digital,Microsoft Store,424,4316.32,10.18,32.1,71.0,29.0,123,301,14341,975,8768,5573,8768,7230.66,21048.95,16.4,48.6,0,Steam Summer Sale,1,4.49,10,3.06,BHD,0.3794,98.0,0.88,1.46,26890.85,Legacy,37.4,62.6,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111351,2023,7,3,Bangladesh,BGD,Asia,PS4,Standard Edition,Digital,Steam,366,2053.26,5.61,62.6,64.0,36.0,124,242,12045,1059,7815,4230,7815,5283.41,10615.99,16.1,43.2,0,Steam Summer Sale,1,4.5,6,4.61,BDT,111.321,98.0,10.22,176.11,2267.71,Legacy,48.5,51.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111349,2023,7,3,Belgium,BEL,Europe,Xbox One,Criminal Enterprise Starter Pack,Digital,Epic Games Store,1008,8900.64,8.83,41.1,68.3,31.7,314,694,41177,2072,28594,12583,28594,28141.26,60985.87,15.5,44.4,0,Steam Summer Sale,1,4.48,21,5.86,EUR,0.8981,98.0,37.2,12.34,49579.71,Legacy,46.8,53.2,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111416,2023,7,3,Brazil,BRA,South America,PS5,Premium Edition,Digital,Steam,1428,8310.96,5.82,61.2,70.0,30.0,476,952,52590,3232,36823,15767,36823,23676.32,91083.04,17.5,46.0,0,Steam Summer Sale,1,4.53,17,0.1,BRL,5.1301,98.0,288.38,225.47,14274.52,Growth,45.4,54.6,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111328,2023,7,3,Brazil,BRA,South America,Xbox Series X|S,Legacy Edition,Digital,Microsoft Store,1163,10036.69,8.63,42.4,68.0,32.0,401,762,47650,2868,30661,16989,30661,25045.51,70650.76,17.0,35.8,0,Steam Summer Sale,1,4.25,22,2.11,BRL,5.1403,98.0,284.88,225.47,14101.51,Growth,40.2,59.8,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111405,2023,7,3,Bulgaria,BGR,Europe,Xbox Series X|S,Premium Edition,Digital,Epic Games Store,494,3660.54,7.41,50.6,69.3,30.7,159,335,18440,1010,12510,5930,12510,10504.56,21109.98,16.4,42.1,0,Steam Summer Sale,1,4.53,11,4.4,BGN,1.7743,98.0,2.39,8.08,10260.05,Growth,47.8,52.2,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111410,2023,7,3,Cambodia,KHM,Asia,Xbox Series X|S,Standard Edition,Digital,PlayStation Store,115,908.5,7.9,47.3,68.8,31.2,37,78,3142,162,2285,857,2285,2223.83,4486.85,16.4,43.5,0,Steam Summer Sale,1,4.45,3,0.93,KHR,4126.5951,98.0,0.22,16.83,2026.92,Growth,51.4,48.6,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111326,2023,7,3,Canada,CAN,North America,PS4,Premium Edition,Digital,Rockstar Games Launcher,1446,12782.64,8.84,41.0,65.9,34.1,516,930,56502,3126,41867,14635,41867,24071.89,60658.27,19.9,47.3,0,Steam Summer Sale,1,4.78,23,1.31,CAD,1.3015,98.0,226.49,39.26,60092.98,Legacy,41.2,58.8,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111414,2023,7,3,Canada,CAN,North America,Xbox One,Standard Edition,Digital,Epic Games Store,2112,12925.44,6.12,59.2,71.7,28.3,645,1467,44929,2517,31656,13273,31656,32216.59,68034.07,16.8,44.9,0,Steam Summer Sale,1,4.55,44,4.17,CAD,1.3336,98.0,227.11,39.26,60258.99,Legacy,51.2,48.8,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111330,2023,7,3,Chile,CHL,South America,PC,Standard Edition,Digital,Microsoft Store,430,3293.8,7.66,48.9,89.6,10.4,128,302,13713,929,8582,5131,8582,4555.73,9467.87,16.3,52.9,0,Steam Summer Sale,1,4.64,7,0.9,CLP,894.4299,98.0,9.11,19.07,18663.32,Legacy,38.3,61.7,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111418,2023,7,3,Chile,CHL,South America,Xbox Series X|S,Standard Edition,Digital,Steam,365,2675.45,7.33,51.1,63.2,36.8,131,234,13899,900,8285,5614,8285,3137.75,8353.64,13.1,40.9,0,Steam Summer Sale,1,4.33,10,4.86,CLP,893.0479,98.0,9.29,19.07,19019.69,Growth,44.5,55.5,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111390,2023,7,3,China,CHN,Asia,PS4,Standard Edition,Digital,Rockstar Games Launcher,2998,26322.44,8.78,41.4,64.5,35.5,861,2137,135635,9614,99201,36434,99201,54559.84,169192.74,16.8,34.9,0,Steam Summer Sale,1,4.35,50,1.8,CNY,7.0042,98.0,4447.81,1554.71,13754.15,Legacy,56.3,43.7,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111419,2023,7,3,Colombia,COL,South America,Xbox One,Standard Edition,Digital,Microsoft Store,404,3191.6,7.9,47.3,67.2,32.8,121,283,19437,1600,11823,7614,11823,8344.9,17090.88,16.1,51.5,0,Steam Summer Sale,1,4.38,11,5.27,COP,4009.5115,98.0,16.21,52.72,10678.14,Legacy,47.7,52.3,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111331,2023,7,3,Colombia,COL,South America,Xbox Series X|S,Standard Edition,Digital,Microsoft Store,338,2190.24,6.48,56.8,66.5,33.5,98,240,15281,976,8475,6806,8475,5051.57,12968.84,14.2,25.1,0,Steam Summer Sale,1,4.54,6,3.12,COP,4005.1754,98.0,16.24,52.72,10692.67,Growth,45.9,54.1,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111376,2023,7,3,Croatia,HRV,Europe,PS5,Premium Edition,Digital,Epic Games Store,490,3929.8,8.02,46.5,69.5,30.5,141,349,15787,1291,9231,6556,9231,7919.88,21387.33,14.1,47.8,0,Steam Summer Sale,1,4.49,12,3.55,EUR,0.8928,98.0,2.07,4.71,17200.94,Growth,57.3,42.7,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111395,2023,7,3,Cyprus,CYP,Europe,PS4,Premium Edition,Digital,Steam,287,1997.52,6.96,53.6,68.0,32.0,87,200,10955,882,7888,3067,7888,4124.71,13255.35,14.7,45.8,0,Steam Summer Sale,1,4.53,6,6.73,EUR,0.9034,98.0,0.48,0.96,30969.85,Legacy,46.8,53.2,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111407,2023,7,3,Czech Republic,CZE,Europe,Xbox Series X|S,Premium Edition,Digital,Steam,501,3947.88,7.88,47.4,68.1,31.9,180,321,22381,1459,14518,7863,14518,7166.33,16582.19,16.4,37.3,0,Steam Summer Sale,1,4.55,8,1.43,CZK,22.3688,98.0,14.16,11.78,25034.87,Growth,45.4,54.6,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111344,2023,7,3,Denmark,DNK,Europe,PS5,Legacy Edition,Digital,Epic Games Store,812,6025.04,7.42,50.5,67.1,32.9,241,571,33341,2594,19403,13938,19403,19470.4,40981.4,16.6,53.7,0,Steam Summer Sale,1,4.58,14,2.32,DKK,6.837,98.0,22.09,6.28,64648.04,Growth,44.0,56.0,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111334,2023,7,3,Ecuador,ECU,South America,PC,Standard Edition,Digital,Rockstar Games Launcher,189,2264.22,11.98,20.1,88.0,12.0,65,124,5767,456,4048,1719,4048,4287.03,8809.52,17.0,42.9,0,Steam Summer Sale,1,4.47,4,2.07,USD,1.0185,98.0,1.35,17.95,7851.42,Legacy,41.3,58.7,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111422,2023,7,3,Ecuador,ECU,South America,PS5,Criminal Enterprise Starter Pack,Digital,Rockstar Games Launcher,143,1258.4,8.8,41.3,68.0,32.0,48,95,6340,500,4062,2278,4062,1734.78,4924.11,15.6,51.5,0,Steam Summer Sale,1,4.68,3,2.78,USD,1.0068,98.0,1.35,17.95,7819.32,Growth,51.4,48.6,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111398,2023,7,3,Egypt,EGY,Africa,PS4,Legacy Edition,Digital,Epic Games Store,603,5710.41,9.47,36.8,74.1,25.9,182,421,30165,2176,17720,12445,17720,7670.17,20728.48,17.3,53.5,0,Steam Summer Sale,1,4.65,17,0.1,EGP,31.0384,98.0,19.41,102.08,4571.14,Legacy,44.0,56.0,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111375,2023,7,3,Estonia,EST,Europe,PS4,Standard Edition,Digital,Rockstar Games Launcher,466,4371.08,9.38,37.4,63.9,36.1,148,318,16384,1328,11848,4536,11848,4779.76,18784.68,16.5,42.5,0,Steam Summer Sale,1,4.45,10,1.88,EUR,0.8969,98.0,0.89,1.46,23710.47,Legacy,50.1,49.9,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111389,2023,7,3,Ethiopia,ETH,Africa,PC,Standard Edition,Digital,Epic Games Store,215,1612.5,7.5,50.0,87.4,12.6,67,148,9113,724,6814,2299,6814,7712.45,16654.36,15.7,43.0,0,Steam Summer Sale,1,4.64,3,2.64,ETB,56.1401,98.0,1.91,107.69,1384.24,Legacy,53.3,46.7,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111363,2023,7,3,Fiji,FJI,Oceania,Xbox Series X|S,Premium Edition,Digital,Rockstar Games Launcher,91,706.16,7.76,48.2,65.0,35.0,27,64,3105,168,1709,1396,1709,1283.4,3492.51,12.0,39.5,0,Steam Summer Sale,1,4.69,3,2.31,FJD,2.2727,98.0,0.04,1.01,5927.29,Growth,44.2,55.8,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111345,2023,7,3,Finland,FIN,Europe,PC,Premium Edition,Digital,PlayStation Store,956,9856.36,10.31,31.2,89.6,10.4,328,628,31893,2864,18279,13614,18279,12358.79,33273.71,14.5,43.3,0,Steam Summer Sale,1,4.83,27,3.3,EUR,0.8822,98.0,16.71,6.06,53864.31,Legacy,41.8,58.2,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111337,2023,7,3,France,FRA,Europe,PS4,Premium Edition,Digital,PlayStation Store,2878,19109.92,6.64,55.7,63.3,36.7,912,1966,105206,8736,60386,44820,60386,30910.97,120856.24,16.2,44.1,0,Steam Summer Sale,1,4.55,62,5.78,EUR,0.9059,98.0,556.61,74.03,48949.74,Legacy,45.5,54.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111403,2023,7,3,Georgia,GEO,Asia,PS4,Standard Edition,Digital,PlayStation Store,321,3489.27,10.87,27.5,65.7,34.3,118,203,9218,709,5617,3601,5617,4196.92,13628.12,13.8,49.7,0,Steam Summer Sale,1,4.41,5,2.36,GEL,2.6922,98.0,0.43,4.15,6521.8,Legacy,41.4,58.6,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111336,2023,7,3,Germany,DEU,Europe,PC,Premium Edition,Digital,Microsoft Store,3217,29950.27,9.31,37.9,87.7,12.3,950,2267,121550,7341,78126,43424,78126,79349.31,175580.27,19.3,56.6,0,Steam Summer Sale,1,4.67,60,3.4,EUR,0.9175,98.0,915.27,90.86,52465.69,Legacy,51.3,48.7,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111401,2023,7,3,Ghana,GHA,Africa,PC,Premium Edition,Digital,Steam,246,2585.46,10.51,29.9,86.7,13.3,77,169,11873,734,8848,3025,8848,3791.64,11901.24,14.6,35.6,0,Steam Summer Sale,1,4.63,6,3.65,GHS,12.1064,98.0,1.65,29.16,2940.75,Legacy,48.3,51.7,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111359,2023,7,3,Greece,GRC,Europe,PC,Legacy Edition,Digital,Steam,543,5125.92,9.44,37.0,83.5,16.5,178,365,24413,2091,17387,7026,17387,12523.07,41504.6,14.5,51.0,0,Steam Summer Sale,1,4.51,9,4.7,EUR,0.9,98.0,10.52,12.34,24222.44,Legacy,48.1,51.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111347,2023,7,3,Hong Kong,HKG,Asia,Xbox Series X|S,Legacy Edition,Digital,Rockstar Games Launcher,1197,10330.11,8.63,42.4,72.1,27.9,429,768,46143,3127,28021,18122,28021,25351.91,66244.25,14.3,53.9,0,Steam Summer Sale,1,4.76,10,3.2,HKD,7.8248,98.0,26.13,8.08,42101.81,Growth,38.1,61.9,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111361,2023,7,3,Hungary,HUN,Europe,Xbox One,Standard Edition,Digital,Microsoft Store,464,3187.68,6.87,54.2,67.0,33.0,136,328,22427,1562,13272,9155,13272,5714.01,18618.11,15.3,50.7,0,Steam Summer Sale,1,4.6,8,5.53,HUF,362.9621,98.0,7.99,11.11,18730.22,Legacy,47.7,52.3,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111397,2023,7,3,Iceland,ISL,Europe,PS4,Standard Edition,Digital,Epic Games Store,282,3034.32,10.76,28.2,65.3,34.7,99,183,11686,992,8068,3618,8068,3699.29,9050.45,17.6,38.8,0,Steam Summer Sale,1,4.62,3,2.13,ISK,137.0807,98.0,0.41,0.37,57439.51,Legacy,47.2,52.8,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111387,2023,7,3,India,IND,Asia,PS4,Standard Edition,Digital,Rockstar Games Launcher,2202,14731.38,6.69,55.4,68.2,31.8,694,1508,59118,4151,43682,15436,43682,32910.14,105065.6,22.5,62.8,0,Steam Summer Sale,1,4.72,20,3.08,INR,82.0939,98.0,453.17,1404.4,2881.06,Legacy,53.6,46.4,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111364,2023,7,3,Indonesia,IDN,Asia,PC,Legacy Edition,Digital,PlayStation Store,1146,11574.6,10.1,32.6,88.5,11.5,418,728,57618,2924,41536,16082,41536,15949.69,60985.05,16.2,36.9,0,Steam Summer Sale,1,4.63,21,2.71,IDR,15420.0574,98.0,111.75,280.43,5660.69,Legacy,56.3,43.7,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111380,2023,7,3,Iraq,IRQ,Asia,PC,Standard Edition,Digital,Epic Games Store,321,2738.13,8.53,43.1,88.6,11.4,107,214,12246,974,9091,3155,9091,5904.61,12964.64,16.7,48.4,0,Steam Summer Sale,1,4.71,9,0.65,IQD,1311.2661,98.0,5.45,38.14,7445.08,Legacy,37.6,62.4,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111374,2023,7,3,Ireland,IRL,Europe,PS5,Premium Edition,Digital,Epic Games Store,801,5751.18,7.18,52.1,71.2,28.8,291,510,30550,1739,18455,12095,18455,6878.99,19275.06,11.6,45.1,0,Steam Summer Sale,1,4.41,7,3.83,EUR,0.8985,98.0,13.49,5.16,54458.99,Growth,58.5,41.5,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111383,2023,7,3,Israel,ISR,Asia,PC,Standard Edition,Digital,PlayStation Store,940,6805.6,7.24,51.7,84.1,15.9,295,645,30615,1780,22631,7984,22631,8037.27,29849.15,18.5,53.5,0,Steam Summer Sale,1,4.45,12,6.11,ILS,3.712,98.0,21.25,9.09,40581.54,Legacy,54.1,45.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111338,2023,7,3,Italy,ITA,Europe,PS4,Standard Edition,Digital,Microsoft Store,1898,18258.76,9.62,35.8,65.8,34.2,582,1316,70951,5039,42475,28476,42475,19368.41,61845.48,16.9,52.2,0,Steam Summer Sale,1,4.31,55,3.65,EUR,0.8983,98.0,299.12,67.3,39684.12,Legacy,43.6,56.4,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111352,2023,7,3,Japan,JPN,Asia,PS4,Standard Edition,Digital,PlayStation Store,3514,27128.08,7.72,48.5,62.4,37.6,1189,2325,118420,9434,78468,39952,78468,45321.82,96148.7,17.0,37.8,0,Steam Summer Sale,1,4.42,101,0.93,JPY,147.8677,98.0,1091.46,142.46,43531.44,Legacy,44.6,55.4,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111348,2023,7,3,Jordan,JOR,Asia,PS5,Premium Edition,Digital,PlayStation Store,284,2703.68,9.52,36.5,68.4,31.6,98,186,15161,926,10435,4726,10435,3533.67,12114.73,16.1,57.7,0,Steam Summer Sale,1,4.5,7,1.99,JOD,0.7196,98.0,0.8,7.29,5717.74,Growth,54.3,45.7,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111409,2023,7,3,Kazakhstan,KAZ,Asia,PC,Criminal Enterprise Starter Pack,Digital,Epic Games Store,554,4166.08,7.52,49.8,87.6,12.4,172,382,29264,2262,16118,13146,16118,7806.04,17720.4,14.3,50.9,0,Steam Summer Sale,1,4.61,15,5.12,KZT,451.194,98.0,8.76,19.07,15944.34,Legacy,55.2,44.8,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111411,2023,7,3,Kenya,KEN,Africa,PS5,Premium Edition,Digital,PlayStation Store,451,3048.76,6.76,54.9,67.7,32.3,159,292,17997,1281,11602,6395,11602,9079.23,25214.09,17.0,48.4,0,Steam Summer Sale,1,4.57,3,2.31,KES,129.6824,98.0,3.09,49.36,2443.46,Growth,38.2,61.8,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111353,2023,7,3,Kuwait,KWT,Asia,Xbox Series X|S,Standard Edition,Digital,Epic Games Store,634,3829.36,6.04,59.7,64.6,35.4,211,423,13898,1116,9970,3928,9970,5288.72,15089.69,16.0,32.7,0,Steam Summer Sale,1,4.55,11,4.83,KWD,0.318,98.0,6.46,3.81,52985.6,Growth,54.9,45.1,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111381,2023,7,3,Latvia,LVA,Europe,PS4,Standard Edition,Digital,Steam,307,1927.96,6.28,58.1,68.8,31.2,92,215,14085,1241,9461,4624,9461,5955.1,11935.56,16.1,41.2,0,Steam Summer Sale,1,4.57,8,5.1,EUR,0.9099,98.0,0.97,2.24,19428.03,Legacy,48.4,51.6,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111355,2023,7,3,Lebanon,LBN,Asia,PS5,Standard Edition,Digital,PlayStation Store,218,1894.42,8.69,42.0,66.5,33.5,65,153,10335,742,6373,3962,6373,4215.26,10894.78,12.7,41.6,0,Steam Summer Sale,1,4.7,3,4.22,LBP,90704.9264,98.0,1.1,6.62,10406.03,Growth,41.3,58.7,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111402,2023,7,3,Lithuania,LTU,Europe,Xbox Series X|S,Premium Edition,Digital,Steam,322,2843.26,8.83,41.1,63.1,36.9,98,224,11633,661,8707,2926,8707,3952.08,10489.26,18.5,55.1,0,Steam Summer Sale,1,4.56,6,4.29,EUR,0.8839,98.0,1.7,3.25,20413.46,Growth,47.8,52.2,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111404,2023,7,3,Luxembourg,LUX,Europe,PS5,Legacy Edition,Digital,Rockstar Games Launcher,400,3572.0,8.93,40.4,62.9,37.1,143,257,12997,810,9320,3677,9320,7496.29,21184.07,17.9,35.3,0,Steam Summer Sale,1,4.8,11,3.36,EUR,0.8929,98.0,1.61,0.62,115878.22,Growth,52.0,48.0,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111365,2023,7,3,Malaysia,MYS,Asia,PC,Standard Edition,Digital,Rockstar Games Launcher,1109,8805.46,7.94,47.0,83.3,16.7,344,765,40364,2998,28640,11724,28640,21270.23,48243.99,17.4,55.8,0,Steam Summer Sale,1,4.33,20,4.07,MYR,4.6472,98.0,30.41,33.65,14121.54,Legacy,46.0,54.0,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111415,2023,7,3,Mexico,MEX,North America,PC,Premium Edition,Digital,Epic Games Store,904,9238.88,10.22,31.8,82.2,17.8,329,575,52406,4562,33857,18549,33857,37264.95,84118.37,14.0,36.1,0,Steam Summer Sale,1,4.55,13,5.08,MXN,18.08,98.0,140.3,136.85,14562.7,Legacy,45.8,54.2,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111327,2023,7,3,Mexico,MEX,North America,PS5,Premium Edition,Digital,Microsoft Store,772,7125.56,9.23,38.4,68.6,31.4,239,533,42976,3480,25138,17838,25138,23280.18,48421.55,16.0,54.1,0,Steam Summer Sale,1,4.54,12,4.51,MXN,18.3724,98.0,138.04,136.85,14327.64,Growth,47.8,52.2,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111358,2023,7,3,Morocco,MAR,Africa,PC,Premium Edition,Digital,Steam,516,5082.6,9.85,34.3,84.1,15.9,160,356,22779,1187,13397,9382,13397,6756.65,15221.24,13.1,43.3,0,Steam Summer Sale,1,4.57,5,4.18,MAD,10.0584,98.0,4.96,37.02,4654.53,Legacy,47.3,52.7,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111362,2023,7,3,Myanmar,MMR,Asia,PC,Criminal Enterprise Starter Pack,Digital,Epic Games Store,165,1877.7,11.38,24.1,82.3,17.7,47,118,6206,455,4357,1849,4357,2636.47,6121.95,15.9,44.6,0,Steam Summer Sale,1,4.4,3,2.63,MMK,2099.9691,98.0,1.22,59.45,2129.43,Legacy,50.8,49.2,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111384,2023,7,3,Nepal,NPL,Asia,PS5,Legacy Edition,Digital,Rockstar Games Launcher,124,1277.2,10.3,31.3,64.9,35.1,37,87,6128,434,4582,1546,4582,3196.79,8922.06,16.4,52.4,0,Steam Summer Sale,1,4.48,3,2.12,NPR,134.9455,98.0,0.46,31.41,1538.59,Growth,44.2,55.8,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-111340,2023,7,3,Netherlands,NLD,Europe,PC,Standard Edition,Digital,Rockstar Games Launcher,1271,9303.72,7.32,51.2,86.8,13.2,438,833,59173,4644,44117,15056,44117,32922.64,74160.0,18.0,47.3,0,Steam Summer Sale,1,4.44,26,5.66,EUR,0.9055,98.0,96.88,19.07,56699.31,Legacy,47.0,53.0,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111388,2023,7,3,New Zealand,NZL,Oceania,Xbox One,Standard Edition,Digital,Steam,952,11176.48,11.74,21.7,68.6,31.4,350,602,26545,2312,18243,8302,18243,7977.86,29302.02,14.7,48.1,0,Steam Summer Sale,1,4.6,9,2.66,NZD,1.6419,98.0,13.15,4.94,46214.57,Legacy,44.5,55.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-111356,2023,7,3,Nigeria,NGA,Africa,PC,Legacy Edition,Digital,Steam,728,5991.44,8.23,45.1,84.3,15.7,208,520,29243,1532,20623,8620,20623,12440.89,26671.25,16.2,32.9,0,Steam Summer Sale,1,4.51,21,2.04,NGN,894.2187,98.0,37.03,195.18,4234.52,Legacy,45.4,54.6,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111343,2023,7,3,Norway,NOR,Europe,PC,Premium Edition,Digital,PlayStation Store,1434,8704.38,6.07,59.5,86.9,13.1,448,986,40186,2115,27998,12188,27998,11713.87,45159.27,14.3,56.0,0,Steam Summer Sale,1,4.56,18,4.21,NOK,10.3628,98.0,34.59,5.72,104983.08,Legacy,47.4,52.6,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-111372,2023,7,3,Oman,OMN,Asia,PC,Standard Edition,Digital,Epic Games Store,367,2869.94,7.82,47.8,87.8,12.2,114,253,17112,1292,9666,7446,9666,6275.57,18429.15,16.8,62.6,0,Steam Summer Sale,1,4.54,4,3.51,OMR,0.3787,98.0,2.19,4.49,21751.14,Legacy,40.8,59.2,Summer,Steam Summer Sale,Action-Adventure,PC
