id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or,size_tier,context_tier,age_days,org_type,is_instruct,has_code_focus
Qwen/Qwen3-0.6B-FP8,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,unslothai,GPT,2025-07-04 15:21:58,transformer,6.847818087145297,131072.0,True,False,False,mit,meta-llama/Llama-3.2-1B,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,78,startup_or_community,True,False
kyutai/mimi,princeton-nlp/sup-simcse-roberta-base,unslothai,Mistral,2025-07-04 15:21:58,transformer,1.0260580514608637,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-72B-Instruct,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,608,big_tech,False,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-1B-Instruct,Qwen,Qwen,2022-03-02 23:29:05,transformer,0.5,131072.0,True,False,False,apache-2.0,farbodtavakkoli/OTel-Embedding-300M,"['transformers', 'safetensors', 'qwen3_next', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,small,very_long,1538,startup_or_community,False,False
trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,ncbi/MedCPT-Article-Encoder,meta-llama,Llama,2022-03-02 23:29:05,transformer,7.180456374118399,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-V3,"['transformers', 'safetensors', 'wav2vec2-bert', 'feature-extraction', 'af', 'am', 'ar', 'as', 'az', 'be', 'bn', 'bs', 'bg', 'ca', 'cs', 'zh', 'cy', 'da', 'de', 'el', 'en', 'et', 'fi', 'fr', 'or', 'om', 'ga', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'ig', 'id', 'is', 'it', 'jv', 'ja', 'kn', 'ka', 'kk', 'mn', 'km', 'ky', 'ko', 'lo', 'ln', 'lt', 'lb', 'lg', 'lv', 'ml', 'mr', 'mk', 'mt', 'mi', 'my', 'nl', 'nb', 'ne', 'ny', 'oc', 'pa', 'ps', 'fa', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sn', 'sd', 'so', 'es', 'sr', 'sv', 'sw', 'ta', 'te', 'tg', 'tl', 'th', 'tr', 'uk', 'ur', 'uz', 'vi', 'wo', 'xh', 'yo', 'ms', 'zu', 'ary', 'arz', 'yue', 'kea', 'license:mit', 'deploy:azure', 'region:us']",False,xxlarge,very_long,382,research_lab,True,False
jinaai/jina-embeddings-v2-base-de,microsoft/codebert-base,Qwen,Qwen,2022-03-02 23:29:05,transformer,6.18835562170064,131072.0,True,False,False,apache-2.0,Xenova/bge-base-en-v1.5,"['transformers', 'safetensors', 'deepseek_v32', 'text-generation', 'conversational', 'base_model:deepseek-ai/DeepSeek-V3.2-Exp-Base', 'base_model:finetune:deepseek-ai/DeepSeek-V3.2-Exp-Base', 'license:mit', 'eval-results', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,607,startup_or_community,False,False
ibm-granite/granite-embedding-small-english-r2,unslothai/vram-40,jinaai,Qwen,2025-05-28 09:46:42,transformer,6.948452243823876,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Coder-Next,"['transformers', 'pytorch', 'tf', 'convbert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,1538,startup_or_community,False,False
ricdomolm/mini-coder-1.7b,distilbert/distilgpt2,distilbert,Llama,2024-09-26 01:35:41,transformer,7.756078057718263,131072.0,True,False,False,cc-by-sa-4.0,unslothai/repeat,"['sentence-transformers', 'safetensors', 'roberta', 'feature-extraction', 'mteb', 'transformers', 'ru', 'en', 'base_model:ai-forever/ruRoberta-large', 'base_model:finetune:ai-forever/ruRoberta-large', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,1538,startup_or_community,False,False
allegro/herbert-base-cased,google/gemma-3-270m,unslothai,Qwen,2024-09-17 14:10:29,transformer,7.5802032931266785,131072.0,True,False,False,mit,ncbi/MedCPT-Article-Encoder,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'custom_code', 'ms', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,164,startup_or_community,False,False
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,Qwen,Qwen,2025-07-28 07:31:27,transformer,1.0695507810111897,131072.0,True,False,False,apple-amlr,Qwen/Qwen3-14B-AWQ,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,small,very_long,387,startup_or_community,False,False
BAAI/bge-large-en-v1.5,opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,ncbi,Qwen,2023-09-12 07:39:18,transformer,7.2174246599164,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.2-3B,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'dataset_size:1879136', 'loss:CachedGISTEmbedLoss', 'base_model:BAAI/bge-m3', 'base_model:finetune:BAAI/bge-m3', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,large,very_long,1538,startup_or_community,True,True
RedHatAI/Llama-3.2-1B-Instruct-FP8,ai-forever/ru-en-RoSBERTa,Qwen,Qwen,2024-11-06 07:49:46,transformer,7.120893670121175,131072.0,True,False,False,apache-2.0,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,"['transformers', 'pytorch', 'clap', 'feature-extraction', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,545,startup_or_community,False,False
ricdomolm/mini-coder-1.7b,EleutherAI/pythia-160m,BAAI,Qwen,2023-09-12 05:22:29,transformer,6.0417080459794095,131072.0,True,False,False,cc-by-4.0,BAAI/bge-large-en-v1.5,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,349,startup_or_community,False,False
deepseek-ai/DeepSeek-V4-Flash,Qwen/Qwen3-14B,h2oai,Qwen,2024-09-25 19:49:29,transformer,6.844134921384085,131072.0,True,False,False,apache-2.0,Xenova/all-MiniLM-L6-v2,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2-0.5B', 'base_model:finetune:Qwen/Qwen2-0.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,1538,startup_or_community,False,False
datajuicer/LLaMA-1B-dj-refine-150B,microsoft/unixcoder-base,meta-llama,Llama,2024-06-03 09:08:12,transformer,0.6381147194380566,131072.0,True,False,False,apache-2.0,nlpai-lab/KURE-v1,"['safetensors', 'gemma3_text', 'telecom', 'telecommunications', 'gsma', 'fine-tuned', 'feature-extraction', 'en', 'license:apache-2.0', 'region:us']",False,xxlarge,very_long,1538,big_tech,False,True
moonshotai/Kimi-K2-Instruct-0905,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,unslothai,GPT,2024-10-09 14:51:45,transformer,6.149598845005175,131072.0,True,False,False,mit,google/gemma-3-270m,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,small,very_long,913,startup_or_community,False,True
zai-org/GLM-5-FP8,openai-community/gpt2-large,relik-ie,Qwen,2023-09-11 15:04:22,transformer,5.675123956345969,131072.0,True,False,False,apache-2.0,unslothai/vram-80,"['transformers', 'pytorch', 'onnx', 'safetensors', 'jina_clip', 'feature-extraction', 'xlm-roberta', 'eva02', 'clip', 'sentence-similarity', 'retrieval', 'multimodal', 'multi-modal', 'crossmodal', 'cross-modal', 'mteb', 'clip-benchmark', 'vidore', 'sentence-transformers', 'transformers.js', 'custom_code', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'base_model:jinaai/xlm-roberta-flash-implementation', 'base_model:quantized:jinaai/xlm-roberta-flash-implementation', 'license:cc-by-nc-4.0', 'region:eu']",False,small,very_long,227,startup_or_community,False,True
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,meta-llama/Meta-Llama-3-8B,BAAI,Qwen,2024-10-08 14:34:45,transformer,7.85375105594516,131072.0,True,False,False,mit,Xenova/multilingual-e5-small,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-72B', 'base_model:finetune:Qwen/Qwen2.5-72B', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,508,big_tech,True,False
deepseek-ai/DeepSeek-V4-Pro,google/t5gemma-s-s-prefixlm,unslothai,Qwen,2022-03-02 23:29:05,transformer,7.038449846439493,131072.0,True,False,False,apache-2.0,Qwen/Qwen3Guard-Gen-0.6B,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'fill-mask', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'de', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'region:eu']",False,xxlarge,very_long,1099,startup_or_community,False,False
dmis-lab/biobert-v1.1,microsoft/wavlm-base-plus,Qwen,Qwen,2026-01-22 09:42:12,transformer,7.158810092247035,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v2-base-de,"['transformers', 'pytorch', 'safetensors', 'magi', 'feature-extraction', 'Manga', 'Object Detection', 'OCR', 'Clustering', 'Diarisation', 'custom_code', 'en', 'region:us']",False,large,very_long,509,startup_or_community,False,True
bosonai/hubert_base,jinaai/jina-clip-v2,Qwen,Qwen,2023-02-13 16:01:41,transformer,7.420227875171965,131072.0,True,False,False,apache-2.0,EleutherAI/pythia-160m,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-14B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'deploy:azure', 'region:us']",False,medium,very_long,941,startup_or_community,False,False
EleutherAI/pythia-70m-deduped,Qwen/Qwen3-32B,microsoft,Llama,2025-07-21 21:33:03,transformer,0.5,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Coder-Next,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'conversational', 'en', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,large,very_long,941,startup_or_community,False,False
BAAI/bge-base-en,nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,intfloat,Qwen,2022-03-02 23:29:05,transformer,6.694830823093,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.2-1B,"['transformers', 'pytorch', 'onnx', 'safetensors', 'jina_clip', 'feature-extraction', 'xlm-roberta', 'eva02', 'clip', 'sentence-similarity', 'retrieval', 'multimodal', 'multi-modal', 'crossmodal', 'cross-modal', 'mteb', 'clip-benchmark', 'vidore', 'sentence-transformers', 'transformers.js', 'custom_code', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'base_model:jinaai/xlm-roberta-flash-implementation', 'base_model:quantized:jinaai/xlm-roberta-flash-implementation', 'license:cc-by-nc-4.0', 'region:eu']",False,xxlarge,very_long,382,startup_or_community,False,False
OrdalieTech/Solon-embeddings-large-0.1,meta-llama/Meta-Llama-3-8B,Qwen,Qwen,2024-11-09 12:45:09,transformer,8.13754611482436,131072.0,True,False,False,mit,mesolitica/llama2-embedding-1b-8k,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-72B', 'base_model:finetune:Qwen/Qwen2.5-72B', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,medium,very_long,1468,startup_or_community,False,False
Qwen/Qwen3-4B,Qwen/Qwen3-14B,OrdalieTech,Qwen,2024-07-08 17:00:57,transformer,6.630423495437921,131072.0,True,False,False,cc-by-nc-4.0,jinaai/jina-embeddings-v5-text-small,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,609,startup_or_community,False,False
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,Qwen,DeepSeek,2025-12-06 06:00:45,transformer,6.79893014281261,131072.0,True,False,False,apache-2.0,zai-org/GLM-5-FP8,"['transformers', 'pytorch', 'jax', 'bert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,medium,very_long,349,startup_or_community,False,False
naver/splade-cocondenser-ensembledistil,microsoft/Phi-4-mini-instruct,nvidia,Qwen,2022-03-02 23:29:04,transformer,6.493657293907301,131072.0,True,False,False,apache-2.0,WhereIsAI/UAE-Large-V1,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,1106,startup_or_community,True,False
intfloat/multilingual-e5-large-instruct,Qwen/Qwen3-14B,unslothai,Qwen,2024-01-12 14:04:50,transformer,6.439682202813534,131072.0,True,False,False,apache-2.0,microsoft/harrier-oss-v1-0.6b,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-14B', 'base_model:quantized:Qwen/Qwen3-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xxlarge,very_long,509,startup_or_community,False,False
meta-llama/Meta-Llama-3-8B-Instruct,intfloat/multilingual-e5-large,Xenova,Llama,2024-07-31 11:53:45,transformer,1.9360900890280854,131072.0,True,False,False,apache-2.0,openai-community/gpt2-large,"['sentence-transformers', 'onnx', 'safetensors', 'openvino', 'bert', 'feature-extraction', 'mteb', 'sentence_embedding', 'feature_extraction', 'transformers', 'transformers.js', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,large,very_long,295,startup_or_community,False,True
Qwen/Qwen3-14B,opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,microsoft,Qwen,2026-04-22 06:04:45,transformer,28.126853159224954,131072.0,True,False,False,apache-2.0,moonshotai/Kimi-K2-Instruct-0905,"['transformers', 'pytorch', 'clap', 'feature-extraction', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,671,startup_or_community,True,False
Qwen/Qwen3Guard-Gen-0.6B,danielheinz/e5-base-sts-en-de,meta-llama,Qwen,2022-03-02 23:29:04,transformer,13.654354436175927,131072.0,True,False,False,apache-2.0,ncbi/MedCPT-Query-Encoder,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,small,very_long,714,startup_or_community,True,False
facebook/w2v-bert-2.0,jinaai/jina-embeddings-v5-text-nano,unslothai,Qwen,2024-03-13 15:10:07,transformer,7.170480656069014,131072.0,True,False,False,apache-2.0,farbodtavakkoli/OTel-Embedding-300M,"['transformers', 'safetensors', 'xlm-roberta', 'feature-extraction', 'mteb', 'fr', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,879,startup_or_community,False,True
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,unsloth/Qwen3-Coder-Next-GGUF,deepseek-ai,Qwen,2023-08-02 07:11:51,transformer,8.283305428718613,131072.0,True,False,False,apache-2.0,microsoft/codebert-base,"['Model Optimizer', 'safetensors', 'gemma4', 'nvidia', 'ModelOpt', 'quantized', 'NVFP4', 'nvfp4', 'gemma4-26b-A4B-it', 'text-generation', 'conversational', 'base_model:google/gemma-4-26B-A4B-it', 'base_model:quantized:google/gemma-4-26B-A4B-it', 'license:apache-2.0', '8-bit', 'modelopt', 'region:us']",False,small,very_long,1190,startup_or_community,False,False
cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,Qwen/Qwen3-Embedding-4B,facebook,DeepSeek,2024-03-08 15:40:21,transformer,6.141414129817024,131072.0,True,False,False,llama3.3,Xenova/bge-small-en-v1.5,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-0.6B', 'base_model:quantized:Qwen/Qwen3-0.6B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",False,medium,very_long,349,startup_or_community,False,False
sonoisa/sentence-bert-base-ja-mean-tokens,unslothai/vram-96,Qwen,Gemma,2024-06-14 06:23:33,transformer,29.012503584549734,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-7B-Instruct,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'sentence transformers', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,620,startup_or_community,True,True
allenai/specter2_base,Qwen/Qwen3Guard-Gen-0.6B,nvidia,Qwen,2023-09-13 15:48:03,transformer,6.349494812636406,131072.0,True,False,False,apache-2.0,microsoft/wavlm-base-plus,"['safetensors', 'llama', 'llama-3', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'base_model:meta-llama/Llama-3.2-1B-Instruct', 'base_model:quantized:meta-llama/Llama-3.2-1B-Instruct', 'license:llama3.2', 'compressed-tensors', 'region:us']",False,xxlarge,very_long,642,startup_or_community,True,False
Qwen/Qwen2.5-3B-Instruct,DeepPavlov/rubert-base-cased,Qwen,Mistral,2025-04-27 03:43:05,transformer,14.530709022300814,131072.0,True,False,False,gemma,ibm-research/PowerMoE-3b,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'dataset:cerebras/SlimPajama-627B', 'dataset:bigcode/starcoderdata', 'dataset:OpenAssistant/oasst_top1_2023-08-25', 'base_model:TinyLlama/TinyLlama-1.1B-Chat-v0.3', 'base_model:quantized:TinyLlama/TinyLlama-1.1B-Chat-v0.3', 'license:apache-2.0', 'text-generation-inference', '4-bit', 'gptq', 'deploy:azure', 'region:us']",False,large,very_long,680,startup_or_community,False,False
unslothai/vram-96,danielheinz/e5-base-sts-en-de,unslothai,Qwen,2022-03-02 23:29:05,transformer,7.09475504396766,131072.0,True,False,False,apache-2.0,google/gemma-3-1b-it,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'agent', 'code', 'conversational', 'dataset:ricdomolm/mini-coder-trajs-400k', 'base_model:Qwen/Qwen3-1.7B', 'base_model:finetune:Qwen/Qwen3-1.7B', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,large,very_long,355,big_tech,True,False
deepseek-ai/DeepSeek-V3,mixedbread-ai/deepset-mxbai-embed-de-large-v1,google,Qwen,2023-12-21 08:06:47,transformer,5.908915664604331,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-7B-Instruct,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-14B', 'base_model:finetune:Qwen/Qwen2.5-Coder-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,medium,very_long,778,startup_or_community,False,False
WhereIsAI/UAE-Large-V1,WhereIsAI/UAE-Large-V1,Qwen,Qwen,2025-07-04 15:21:58,transformer,30.07529672071304,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.1-8B,"['safetensors', 'qwen2', 'chat', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:quantized:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', '8-bit', 'compressed-tensors', 'region:us']",False,xxlarge,very_long,333,startup_or_community,False,False
Qwen/Qwen2.5-14B-Instruct,microsoft/harrier-oss-v1-0.6b,Qwen,Qwen,2025-04-27 03:52:59,transformer,33.17337279100705,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v2-base-code,"['safetensors', 'gemma3_text', 'telecom', 'telecommunications', 'gsma', 'fine-tuned', 'feature-extraction', 'en', 'license:apache-2.0', 'region:us']",False,tiny,very_long,801,startup_or_community,False,False
ai-forever/FRIDA,microsoft/Phi-4-mini-instruct,facebook,Qwen,2024-09-17 14:10:29,transformer,7.20003000648625,131072.0,True,False,False,apache-2.0,unslothai/vram-16,"['sentence-transformers', 'pytorch', 'onnx', 'bert', 'splade++', 'document-expansion', 'sparse representation', 'bag-of-words', 'passage-retrieval', 'knowledge-distillation', 'document encoder', 'sparse-encoder', 'sparse', 'splade', 'feature-extraction', 'en', 'dataset:ms_marco', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,301,startup_or_community,False,False
Qwen/Qwen3-Embedding-0.6B,relik-ie/encoder-e5-small-v2-wikipedia-relations,Qwen,Qwen,2024-02-08 12:59:32,transformer,7.124457297388586,131072.0,True,False,False,apache-2.0,OrdalieTech/Solon-embeddings-large-0.1,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,116,startup_or_community,True,False
unslothai/vram-16,jinaai/jina-embeddings-v2-base-code,nreimers,Llama,2022-03-02 23:29:05,transformer,7.16997542145032,131072.0,True,False,False,apache-2.0,BAAI/bge-large-zh-v1.5,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:finetune:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,tiny,very_long,1187,startup_or_community,True,False
mistralai/Mistral-7B-v0.1,cambridgeltl/SapBERT-from-PubMedBERT-fulltext,GPTCache,Qwen,2024-07-29 08:38:09,transformer,7.313493860211709,131072.0,True,False,False,apache-2.0,BAAI/bge-base-en,"['transformers', 'pytorch', 'safetensors', 'molformer', 'fill-mask', 'chemistry', 'feature-extraction', 'custom_code', 'license:apache-2.0', 'region:us']",False,small,very_long,676,startup_or_community,False,False
ncbi/MedCPT-Query-Encoder,nvidia/llama-nemotron-embed-1b-v2,Xenova,DeepSeek,2024-09-17 13:54:47,transformer,6.041674420798161,131072.0,True,False,False,other,llamafactory/tiny-random-Llama-3,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-8B', 'base_model:quantized:Qwen/Qwen3-8B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xxlarge,very_long,349,startup_or_community,False,False
jinaai/jina-embeddings-v2-base-de,prefeitura-rio/Rio-3.0-Open-Mini,relik-ie,Llama,2024-09-17 13:55:22,transformer,6.82459282631579,131072.0,True,False,False,apache-2.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'conversational', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,671,startup_or_community,False,False
openai-community/gpt2-large,Qwen/Qwen2.5-1.5B-Instruct,Qwen,Qwen,2022-03-02 23:29:05,transformer,0.8640480719201795,131072.0,True,False,False,mit,meta-llama/Llama-3.2-3B,"['transformers', 'safetensors', 'deepseek_v4', 'text-generation', 'conversational', 'license:mit', 'eval-results', 'endpoints_compatible', '8-bit', 'fp8', 'region:us']",False,tiny,very_long,633,startup_or_community,False,False
openai-community/gpt2,farbodtavakkoli/OTel-Embedding-109M,Qwen,Qwen,2024-10-15 18:15:29,transformer,6.634346020311509,131072.0,True,False,False,apache-2.0,unslothai/vram-16,"['sentence-transformers', 'pytorch', 'safetensors', 'llama_bidirec', 'feature-extraction', 'text', 'text-embeddings', 'retrieval', 'semantic-search', 'transformers', 'custom_code', 'multilingual', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,287,startup_or_community,False,False
jinaai/jina-embeddings-v3,intfloat/e5-mistral-7b-instruct,hmellor,Llama,2023-09-13 15:48:03,transformer,7.518922798424833,131072.0,True,False,False,llama3.2,mixedbread-ai/mxbai-embed-2d-large-v1,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:BAAI/bge-base-en-v1.5', 'base_model:quantized:BAAI/bge-base-en-v1.5', 'license:mit', 'region:us']",False,xxlarge,very_long,97,startup_or_community,True,False
distilbert/distilgpt2,Qwen/Qwen3-1.7B,DeepPavlov,Qwen,2026-01-22 09:42:41,transformer,13.520502403758938,131072.0,True,False,False,cc-by-nc-4.0,openai-community/gpt2,"['sentence-transformers', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'transformers.js', 'transformers', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,980,big_tech,True,False
