id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or
IAMJB/RadEvalModernBERT,Qwen/Qwen2.5-3B-Instruct,princeton-nlp,Qwen,2026-03-30 08:00:39+00:00,transformer,3.177275580207265,131072.0,True,False,False,cc-by-sa-4.0,bosonai/hubert_base,"['transformers', 'safetensors', 'llama', 'text-generation', 'generated_from_trainer', 'axolotl', 'conversational', 'dataset:cognitivecomputations/Dolphin-2.9', 'dataset:teknium/OpenHermes-2.5', 'dataset:m-a-p/CodeFeedback-Filtered-Instruction', 'dataset:cognitivecomputations/dolphin-coder', 'dataset:cognitivecomputations/samantha-data', 'dataset:microsoft/orca-math-word-problems-200k', 'dataset:Locutusque/function-calling-chatml', 'dataset:internlm/Agent-FLAN', 'base_model:01-ai/Yi-1.5-34B', 'base_model:finetune:01-ai/Yi-1.5-34B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
BAAI/bge-small-en-v1.5,mesolitica/llama2-embedding-1b-8k,GPTCache,Qwen,2024-04-17 09:35:12+00:00,transformer,6.602270283342407,131072.0,True,False,False,llama3.2,BAAI/bge-multilingual-gemma2,"['transformers', 'safetensors', 'relik-reader', 'feature-extraction', 'custom_code', 'en', 'region:us']",False
Qwen/Qwen3-32B,nvidia/DeepSeek-R1-0528-NVFP4-v2,Qwen,Qwen,2024-07-14 22:20:15+00:00,transformer,120.0,131072.0,True,False,False,mit,Qwen/Qwen2.5-32B-Instruct-AWQ,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,BAAI/bge-base-en-v1.5,Xenova,Qwen,2024-06-18 15:33:20+00:00,transformer,7.302889340818609,131072.0,True,False,False,apache-2.0,GPTCache/paraphrase-albert-small-v2,"['transformers', 'safetensors', 'jina_embeddings_v5', 'feature-extraction', 'mteb', 'sentence-transformers', 'custom_code', 'multilingual', 'base_model:EuroBERT/EuroBERT-210m', 'base_model:finetune:EuroBERT/EuroBERT-210m', 'license:cc-by-nc-4.0', 'region:eu']",False
meta-llama/Llama-3.1-8B,microsoft/wavlm-base-plus,Qwen,Qwen,2025-07-31 07:04:55+00:00,transformer,7.09912632445543,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Embedding-8B,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'pt', 'en', 'base_model:Qwen/Qwen3-4B-Thinking-2507', 'base_model:finetune:Qwen/Qwen3-4B-Thinking-2507', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
BAAI/bge-small-zh,Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,TinyLlama,GPT,2023-08-05 08:04:07+00:00,transformer,3.9414284919091056,131072.0,True,False,False,apache-2.0,ibm-research/PowerMoE-3b,"['sentence-transformers', 'safetensors', 'qwen3', 'feature-extraction', 'mteb', 'transformers', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,openai/gpt-oss-20b,naver,Qwen,2025-12-01 02:34:49+00:00,transformer,6.095983602884754,131072.0,True,False,False,gemma,relik-ie/relik-reader-deberta-v3-small-re-wikipedia,"['transformers', 'safetensors', 'deepseek_v2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen3-30B-A3B-Instruct-2507,facebook/w2v-bert-2.0,openai,Qwen,2023-10-05 23:51:41+00:00,transformer,1.597355591248948,131072.0,True,False,False,mit,nreimers/TinyBERT_L-4_H-312_v2,"['transformers', 'safetensors', 'granitemoe', 'text-generation', 'license:apache-2.0', 'model-index', 'region:us']",False
deepseek-ai/DeepSeek-R1-0528,OrdalieTech/Solon-embeddings-large-0.1,arkohut,Qwen,2024-07-08 17:00:57+00:00,transformer,8.366806594674111,131072.0,True,False,False,other,jinaai/jina-embeddings-v2-base-de,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 'bert', 'feature-extraction', 'biomedical', 'lexical semantics', 'bionlp', 'biology', 'science', 'embedding', 'entity linking', 'en', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False
deepseek-ai/DeepSeek-V4-Flash,BAAI/bge-large-zh-v1.5,unslothai,Qwen,2023-12-21 08:06:47+00:00,transformer,5.727383094800918,131072.0,True,False,False,mit,Qwen/Qwen3-0.6B,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
unsloth/Qwen3-Coder-Next-GGUF,mistralai/Mistral-7B-v0.1,trl-internal-testing,Qwen,2023-08-02 07:11:51+00:00,transformer,6.225513705945774,131072.0,True,False,False,apache-2.0,OrdalieTech/Solon-embeddings-large-0.1,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-14B', 'base_model:finetune:Qwen/Qwen2.5-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
unslothai/vram-16,nvidia/DeepSeek-R1-0528-NVFP4-v2,h2oai,Qwen,2025-07-04 15:21:58+00:00,transformer,6.788375757245184,131072.0,True,False,False,apache-2.0,datajuicer/LLaMA-1B-dj-refine-150B,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
Qwen/Qwen3-32B,Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,llamafactory,Qwen,2022-03-02 23:29:05+00:00,transformer,6.270507377524859,131072.0,True,False,False,other,zai-org/GLM-5.1-FP8,"['transformers', 'safetensors', 'llama', 'text-generation', 'generated_from_trainer', 'axolotl', 'conversational', 'dataset:cognitivecomputations/Dolphin-2.9', 'dataset:teknium/OpenHermes-2.5', 'dataset:m-a-p/CodeFeedback-Filtered-Instruction', 'dataset:cognitivecomputations/dolphin-coder', 'dataset:cognitivecomputations/samantha-data', 'dataset:microsoft/orca-math-word-problems-200k', 'dataset:Locutusque/function-calling-chatml', 'dataset:internlm/Agent-FLAN', 'base_model:01-ai/Yi-1.5-34B', 'base_model:finetune:01-ai/Yi-1.5-34B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,ragavsachdeva/magi,openai,Qwen,2022-05-09 13:18:41+00:00,mixture-of-experts,0.8826684038928432,131072.0,True,False,False,other,Qwen/Qwen3Guard-Gen-0.6B,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'license:mit', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",False
EleutherAI/pythia-70m-deduped,microsoft/wavlm-large,Qwen,Qwen,2024-09-15 12:17:40+00:00,transformer,1.4491981531332176,131072.0,True,False,False,apache-2.0,BAAI/bge-small-zh,"['transformers', 'safetensors', 'openelm', 'text-generation', 'custom_code', 'license:apple-amlr', 'region:us']",False
YituTech/conv-bert-base,llamafactory/tiny-random-Llama-3,Qwen,Qwen,2022-03-02 23:29:05+00:00,transformer,8.637460384698574,131072.0,True,False,False,apache-2.0,microsoft/wavlm-large,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'conversational', 'custom_code', 'en', 'es', 'fr', 'de', 'ja', 'it', 'dataset:nvidia/Nemotron-Pretraining-Code-v1', 'dataset:nvidia/Nemotron-CC-v2', 'dataset:nvidia/Nemotron-Pretraining-SFT-v1', 'dataset:nvidia/Nemotron-CC-Math-v1', 'dataset:nvidia/Nemotron-Pretraining-Code-v2', 'dataset:nvidia/Nemotron-Pretraining-Specialized-v1', 'dataset:nvidia/Nemotron-CC-v2.1', 'dataset:nvidia/Nemotron-CC-Code-v1', 'dataset:nvidia/Nemotron-Pretraining-Dataset-sample', 'dataset:nvidia/Nemotron-Competitive-Programming-v1', 'dataset:nvidia/Nemotron-Math-v2', 'dataset:nvidia/Nemotron-Agentic-v1', 'dataset:nvidia/Nemotron-Math-Proofs-v1', 'dataset:nvidia/Nemotron-Instruction-Following-Chat-v1', 'dataset:nvidia/Nemotron-Science-v1', 'dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend', 'license:other', 'eval-results', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B-Instruct,Qwen,DeepSeek,2025-04-27 03:42:45+00:00,transformer,7.900427563186023,131072.0,True,False,False,apache-2.0,descript/dac_44khz,"['transformers', 'pytorch', 'bert', 'feature-extraction', 'zh', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
RedHatAI/Llama-3.2-1B-Instruct-FP8,meta-llama/Llama-3.1-8B,Qwen,Qwen,2022-03-02 23:29:04+00:00,transformer,7.160772535710168,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-1.5B-Instruct,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'license:mit', 'model-index', 'eval-results', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,zai-org/GLM-5-FP8,laion,Qwen,2025-12-04 03:37:11+00:00,transformer,7.7767232206228,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-30B-A3B,"['sentence-transformers', 'onnx', 'safetensors', 'xlm-roberta', 'feature-extraction', 'mteb', 'transformers', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen2.5-3B-Instruct,RedHatAI/Qwen2.5-1.5B-quantized.w8a8,deepseek-ai,Qwen,2023-02-16 21:25:53+00:00,transformer,7.836407038705935,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-V2-Lite-Chat,"['transformers', 'pytorch', 'jax', 'bert', 'feature-extraction', 'ru', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
llamafactory/tiny-random-Llama-3,BAAI/bge-base-en,Qwen,Llama,2023-12-09 09:42:17+00:00,transformer,71.57347909623367,131072.0,True,False,False,apache-2.0,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,"['transformers', 'safetensors', 'glm_moe_dsa', 'text-generation', 'conversational', 'en', 'zh', 'license:mit', 'endpoints_compatible', 'fp8', 'region:us']",False
sonoisa/sentence-bert-base-ja-mean-tokens,deepseek-ai/DeepSeek-V3,IAMJB,Qwen,2023-10-30 18:17:08+00:00,transformer,6.382684160877499,131072.0,True,False,False,other,mixedbread-ai/mxbai-embed-2d-large-v1,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'agent', 'code', 'conversational', 'dataset:ricdomolm/mini-coder-trajs-400k', 'base_model:Qwen/Qwen3-1.7B', 'base_model:finetune:Qwen/Qwen3-1.7B', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,Qwen/Qwen3-14B-AWQ,Qwen,Qwen,2025-06-03 14:39:10+00:00,transformer,7.059100626470812,131072.0,True,False,False,gemma,ibm-granite/granite-embedding-small-english-r2,"['sentence-transformers', 'pytorch', 'safetensors', 'llama_bidirec', 'feature-extraction', 'text', 'text-embeddings', 'retrieval', 'semantic-search', 'transformers', 'custom_code', 'multilingual', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
OrdalieTech/Solon-embeddings-large-0.1,RedHatAI/Qwen2.5-1.5B-quantized.w8a8,zai-org,Qwen,2022-03-02 23:29:05+00:00,transformer,7.65166673550397,131072.0,True,False,False,mit,BAAI/bge-base-en,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
Xenova/bge-base-en-v1.5,Qwen/Qwen3-30B-A3B,openai-community,Qwen,2024-07-14 22:20:15+00:00,transformer,7.105173208796412,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.1-8B-Instruct,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'fill-mask', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'de', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'region:eu']",False
Qwen/Qwen3-Embedding-0.6B,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,unslothai,Qwen,2023-12-30 06:27:30+00:00,transformer,0.5,131072.0,True,False,False,apache-2.0,mesolitica/llama2-embedding-1b-8k,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
microsoft/wavlm-large,Qwen/Qwen3-32B-AWQ,google,Qwen,2022-03-02 23:29:05+00:00,transformer,6.39281331214255,131072.0,True,False,False,apache-2.0,dphn/dolphin-2.9.1-yi-1.5-34b,"['transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
microsoft/unixcoder-base,Qwen/Qwen2.5-3B-Instruct,unslothai,DeepSeek,2022-03-02 23:29:05+00:00,transformer,1.0440533501743359,131072.0,True,False,False,apache-2.0,BAAI/bge-reranker-large,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'base_model:meta-llama/Llama-3.1-8B', 'base_model:finetune:meta-llama/Llama-3.1-8B', 'license:llama3.1', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
prefeitura-rio/Rio-3.0-Open-Mini,OrdalieTech/Solon-embeddings-large-0.1,Xenova,Qwen,2024-09-05 11:56:46+00:00,transformer,6.942773108091679,131072.0,True,False,False,mit,microsoft/Phi-4-mini-instruct,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'conversational', 'custom_code', 'en', 'es', 'fr', 'de', 'ja', 'it', 'dataset:nvidia/Nemotron-Pretraining-Code-v1', 'dataset:nvidia/Nemotron-CC-v2', 'dataset:nvidia/Nemotron-Pretraining-SFT-v1', 'dataset:nvidia/Nemotron-CC-Math-v1', 'dataset:nvidia/Nemotron-Pretraining-Code-v2', 'dataset:nvidia/Nemotron-Pretraining-Specialized-v1', 'dataset:nvidia/Nemotron-CC-v2.1', 'dataset:nvidia/Nemotron-CC-Code-v1', 'dataset:nvidia/Nemotron-Pretraining-Dataset-sample', 'dataset:nvidia/Nemotron-Competitive-Programming-v1', 'dataset:nvidia/Nemotron-Math-v2', 'dataset:nvidia/Nemotron-Agentic-v1', 'dataset:nvidia/Nemotron-Math-Proofs-v1', 'dataset:nvidia/Nemotron-Instruction-Following-Chat-v1', 'dataset:nvidia/Nemotron-Science-v1', 'dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend', 'base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'license:other', 'eval-results', 'endpoints_compatible', 'region:us']",False
kyutai/mimi,Qwen/Qwen2.5-0.5B,microsoft,Llama,2024-01-18 21:00:44+00:00,transformer,8.491859596464234,131072.0,True,False,False,apache-2.0,ncbi/MedCPT-Query-Encoder,"['transformers', 'safetensors', 'qwen3_moe', 'text-generation', 'conversational', 'license:apache-2.0', 'endpoints_compatible', 'fp8', 'deploy:azure', 'region:us']",False
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,google/gemma-3-1b-it,zeroentropy,Qwen,2025-12-04 03:37:11+00:00,transformer,0.6517590869378929,131072.0,True,False,False,apache-2.0,sentence-transformers/distilbert-base-nli-mean-tokens,"['transformers', 'safetensors', 'wav2vec2-bert', 'feature-extraction', 'af', 'am', 'ar', 'as', 'az', 'be', 'bn', 'bs', 'bg', 'ca', 'cs', 'zh', 'cy', 'da', 'de', 'el', 'en', 'et', 'fi', 'fr', 'or', 'om', 'ga', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'ig', 'id', 'is', 'it', 'jv', 'ja', 'kn', 'ka', 'kk', 'mn', 'km', 'ky', 'ko', 'lo', 'ln', 'lt', 'lb', 'lg', 'lv', 'ml', 'mr', 'mk', 'mt', 'mi', 'my', 'nl', 'nb', 'ne', 'ny', 'oc', 'pa', 'ps', 'fa', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sn', 'sd', 'so', 'es', 'sr', 'sv', 'sw', 'ta', 'te', 'tg', 'tl', 'th', 'tr', 'uk', 'ur', 'uz', 'vi', 'wo', 'xh', 'yo', 'ms', 'zu', 'ary', 'arz', 'yue', 'kea', 'license:mit', 'deploy:azure', 'region:us']",False
mesolitica/llama2-embedding-1b-8k,zai-org/GLM-5.1-FP8,microsoft,Llama,2026-02-02 10:29:52+00:00,transformer,7.382383794464386,131072.0,True,False,False,other,indobenchmark/indobert-base-p1,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:BAAI/bge-small-en-v1.5', 'base_model:quantized:BAAI/bge-small-en-v1.5', 'region:us']",False
intfloat/multilingual-e5-large-instruct,sshleifer/tiny-gpt2,Qwen,Qwen,2024-02-08 12:59:32+00:00,transformer,2.12623583263283,131072.0,True,False,False,apache-2.0,RedHatAI/Llama-3.2-1B-Instruct-FP8,"['transformers', 'pytorch', 'jax', 'safetensors', 'bert', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
GPTCache/paraphrase-albert-small-v2,Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,intfloat,Qwen,2026-04-03 09:29:04+00:00,transformer,4.7179273226543215,131072.0,True,False,False,other,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,"['transformers', 'safetensors', 'qwen3_moe', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-30B-A3B-Base', 'base_model:finetune:Qwen/Qwen3-30B-A3B-Base', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen3Guard-Gen-0.6B,intfloat/multilingual-e5-large-instruct,deepseek-ai,Mistral,2023-08-05 08:03:50+00:00,transformer,6.694148909127894,131072.0,True,False,False,other,Qwen/Qwen3-30B-A3B,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
GPTCache/paraphrase-albert-small-v2,EleutherAI/pythia-70m-deduped,meta-llama,Qwen,2024-10-09 14:51:45+00:00,transformer,7.371674559688728,131072.0,True,False,False,apache-2.0,ragavsachdeva/magi,"['transformers', 'safetensors', 'qwen3_moe', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-30B-A3B-Base', 'base_model:finetune:Qwen/Qwen3-30B-A3B-Base', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False
cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,ai-forever/FRIDA,microsoft,Qwen,2024-11-09 12:45:09+00:00,transformer,7.43091725316364,131072.0,True,False,False,mit,naver/splade-cocondenser-ensembledistil,"['transformers', 'pytorch', 'safetensors', 'mistral', 'text-generation', 'pretrained', 'mistral-common', 'en', 'license:apache-2.0', 'text-generation-inference', 'region:us']",False
BAAI/bge-small-en-v1.5,microsoft/unixcoder-base,BAAI,Qwen,2024-09-17 13:55:22+00:00,transformer,7.147845405073079,131072.0,True,False,False,apache-2.0,princeton-nlp/sup-simcse-roberta-base,"['transformers', 'pytorch', 'llama', 'text-generation', 'dataset:datajuicer/redpajama-wiki-refined-by-data-juicer', 'dataset:datajuicer/redpajama-arxiv-refined-by-data-juicer', 'dataset:datajuicer/redpajama-c4-refined-by-data-juicer', 'dataset:datajuicer/redpajama-book-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2019-30-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2020-05-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2021-04-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2022-05-refined-by-data-juicer', 'dataset:datajuicer/redpajama-cc-2023-06-refined-by-data-juicer', 'dataset:datajuicer/redpajama-pile-stackexchange-refined-by-data-juicer', 'dataset:datajuicer/redpajama-stack-code-refined-by-data-juicer', 'dataset:datajuicer/the-pile-nih-refined-by-data-juicer', 'dataset:datajuicer/the-pile-europarl-refined-by-data-juicer', 'dataset:datajuicer/the-pile-philpaper-refined-by-data-juicer', 'dataset:datajuicer/the-pile-pubmed-abstracts-refined-by-data-juicer', 'dataset:datajuicer/the-pile-pubmed-central-refined-by-data-juicer', 'dataset:datajuicer/the-pile-freelaw-refined-by-data-juicer', 'dataset:datajuicer/the-pile-hackernews-refined-by-data-juicer', 'dataset:datajuicer/the-pile-uspto-refined-by-data-juicer', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
sentence-transformers/distilbert-base-nli-mean-tokens,microsoft/harrier-oss-v1-0.6b,ai-forever,Qwen,2024-09-16 11:55:40+00:00,transformer,6.925242074025872,131072.0,True,False,False,mit,meta-llama/Llama-3.2-3B,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-72B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-72B-Instruct', 'license:other', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
unslothai/vram-80,mixedbread-ai/mxbai-embed-2d-large-v1,Xenova,Qwen,2022-03-02 23:29:05+00:00,transformer,30.329733922194954,131072.0,True,False,False,apache-2.0,unslothai/vram-24,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-8B', 'base_model:quantized:Qwen/Qwen3-8B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
ibm-research/MoLFormer-XL-both-10pct,BAAI/bge-base-zh-v1.5,microsoft,Qwen,2024-01-12 14:04:50+00:00,transformer,1.0848289748652953,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-7B-Instruct-AWQ,"['transformers', 'safetensors', 'glm_moe_dsa', 'text-generation', 'conversational', 'en', 'zh', 'license:mit', 'endpoints_compatible', 'fp8', 'region:us']",False
google/t5gemma-s-s-prefixlm,nvidia/DeepSeek-R1-0528-NVFP4-v2,BAAI,DeepSeek,2022-03-02 23:29:05+00:00,transformer,7.515858127739204,131072.0,True,False,False,cc-by-nc-sa-4.0,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,"['transformers', 'pytorch', 'roberta', 'feature-extraction', 'en', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
Qwen/Qwen3-0.6B-FP8,laion/larger_clap_general,kyutai,Phi,2023-05-02 22:46:15+00:00,transformer,7.0954300083692985,131072.0,True,False,False,apache-2.0,moonshotai/Kimi-K2-Instruct-0905,"['transformers', 'safetensors', 'bert', 'feature-extraction', 'custom_code', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
google/gemma-3-1b-it,facebook/opt-125m,sshleifer,Qwen,2024-07-07 17:04:16+00:00,transformer,6.831739308980863,131072.0,True,False,False,apache-2.0,indobenchmark/indobert-base-p1,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2-0.5B', 'base_model:finetune:Qwen/Qwen2-0.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
sentence-transformers/distilbert-base-nli-mean-tokens,Qwen/Qwen3-30B-A3B-Instruct-2507,YituTech,Llama,2025-04-27 03:43:05+00:00,transformer,8.548068804436758,131072.0,True,False,False,mit,zai-org/GLM-5-FP8,"['transformers', 'pytorch', 'tf', 'jax', 'opt', 'text-generation', 'en', 'license:other', 'text-generation-inference', 'region:us', 'deploy:azure']",False
Xenova/bge-small-en-v1.5,facebook/opt-125m,meta-llama,Qwen,2024-09-18 15:03:14+00:00,transformer,6.4895385230487,131072.0,True,False,False,apache-2.0,Qwen/Qwen3Guard-Gen-0.6B,"['sentence-transformers', 'safetensors', 'qwen3', 'text-generation', 'transformers', 'sentence-similarity', 'feature-extraction', 'text-embeddings-inference', 'base_model:Qwen/Qwen3-4B-Base', 'base_model:finetune:Qwen/Qwen3-4B-Base', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False
jinaai/jina-clip-v2,BAAI/bge-small-zh,deepseek-ai,Qwen,2024-07-18 08:56:00+00:00,transformer,6.695148327135082,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-1.5B-Instruct-AWQ,"['transformers', 'safetensors', 'qwen3', 'feature-extraction', 'fp8', 'compressed-tensors', 'llm-compressor', 'quantized', 'text-embeddings', 'sentence-similarity', 'base_model:Qwen/Qwen3-Embedding-0.6B', 'base_model:quantized:Qwen/Qwen3-Embedding-0.6B', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
meta-llama/Llama-3.2-3B-Instruct,Xenova/bge-small-en-v1.5,distilbert,Qwen,2024-04-12 21:52:12+00:00,transformer,8.506237960700785,131072.0,True,False,False,apache-2.0,google/t5gemma-s-s-prefixlm,"['transformers', 'pytorch', 'safetensors', 'magi', 'feature-extraction', 'Manga', 'Object Detection', 'OCR', 'Clustering', 'Diarisation', 'custom_code', 'en', 'region:us']",False
